entry_date,entry_price,exit_date,exit_price,return_pct,bars_held
2015-12-06,103.2461,2015-12-08,103.226,-0.0001946804770349697,2
2015-12-10,103.4188,2015-12-24,103.771,0.003405570360514698,14
2015-12-26,103.9396,2015-12-27,103.7098,-0.002210899406963285,1
2016-01-02,104.394,2016-01-11,104.3814,-0.00012069659175817371,9
2016-01-26,104.749,2016-01-27,104.675,-0.0007064506582401542,1
2016-01-28,104.7824,2016-01-31,104.7715,-0.00010402510345242089,3
2016-02-14,105.2203,2016-02-21,105.1815,-0.000368750136618079,7
2016-02-24,105.801,2016-03-03,105.9348,0.0012646383304504294,8
2016-03-07,106.1536,2016-03-12,106.1799,0.0002477541976908526,5
2016-04-04,105.5624,2016-04-05,105.7255,0.001545057709942066,1
2016-04-06,105.973,2016-04-07,105.9067,-0.0006256310569673351,1
2016-04-08,106.0326,2016-04-13,105.4027,-0.0059406258075347385,5
2016-04-18,105.8496,2016-04-19,105.4604,-0.003676915170203632,1
2016-05-05,103.6542,2016-05-06,103.6476,-6.367325202460972e-05,1
2016-05-07,103.567,2016-05-08,103.446,-0.00116832581806936,1
2016-05-09,103.3724,2016-05-10,103.5649,0.0018621991943690297,1
2016-05-11,103.7197,2016-05-12,103.8619,0.0013710028085311965,1
2016-05-13,103.873,2016-05-14,103.7967,-0.0007345508457443639,1
2016-05-15,103.85,2016-05-16,103.9686,0.0011420317766008825,1
2016-05-17,104.0447,2016-05-18,104.0134,-0.0003008322384513429,1
2016-05-19,103.9625,2016-05-20,103.9943,0.00030587952386662565,1
2016-05-21,103.8955,2016-05-22,104.1084,0.0020491744108264154,1
2016-05-23,104.0555,2016-05-24,104.1356,0.0007697815108282935,1
2016-05-25,104.041,2016-05-26,104.2047,0.0015734181716824391,1
2016-05-27,104.2446,2016-05-28,104.262,0.00016691512078326198,1
2016-05-29,104.172,2016-05-30,104.2534,0.0007813999923205195,1
2016-06-04,104.2833,2016-06-05,104.1575,-0.0012063292972124273,1
2016-06-07,104.2635,2016-06-08,104.1872,-0.0007317997189811853,1
2016-06-14,104.2204,2016-06-15,104.1867,-0.00032335320148446645,1
2016-06-17,104.1685,2016-06-18,104.2294,0.0005846297105172038,1
2016-06-19,104.2171,2016-06-20,104.2681,0.0004893630699760454,1
2016-06-21,104.2835,2016-06-22,104.269,-0.00013904404819553573,1
2016-06-23,104.3524,2016-07-03,104.435,0.0007915486371181668,10
2016-07-20,103.8919,2016-07-21,103.9113,0.00018673255566592495,1
2016-07-22,103.792,2016-07-23,103.5989,-0.00186045167257598,1
2016-07-24,103.7598,2016-07-25,103.7679,7.806491531403559e-05,1
2016-07-27,103.7767,2016-07-28,103.683,-0.0009029001693058314,1
2016-07-29,103.7925,2016-07-30,103.9166,0.0011956547920128902,1
2016-07-31,103.9632,2016-08-01,104.0998,0.001313926466288029,1
2016-08-02,104.2929,2016-08-03,104.1486,-0.001383603294183966,1
2016-08-04,104.2611,2016-08-05,104.3673,0.0010185965810833864,1
2016-08-27,105.9657,2016-08-28,106.6109,0.006088762684529181,1
2016-08-29,106.6809,2016-09-28,111.8616,0.04856258243040701,30
2016-11-18,113.8924,2016-11-19,113.7892,-0.0009061184064960148,1
2016-11-25,114.4733,2016-11-30,114.6149,0.0012369696689098486,5
2016-12-01,114.7919,2016-12-03,114.7001,-0.0007997079933339535,2
2017-01-03,113.7697,2017-01-04,113.7519,-0.00015645642029460394,1
2017-01-06,113.8271,2017-01-10,113.6963,-0.0011491112397663539,4
2017-01-11,113.8911,2017-01-12,113.8297,-0.0005391114845672007,1
2017-01-16,113.8631,2017-01-17,113.8263,-0.0003231951352106188,1
2017-01-26,113.788,2017-01-27,113.6652,-0.001079199915632545,1
2017-01-29,113.9103,2017-02-06,114.2301,0.0028074721952271453,8
2017-02-20,114.3563,2017-03-20,115.6917,0.011677537660802262,28
2017-04-29,115.8729,2017-05-01,115.8055,-0.0005816718145486011,2
2017-05-11,116.0083,2017-05-17,116.038,0.00025601616436055075,6
2017-05-24,116.1682,2017-05-28,116.1794,9.641192684406441e-05,4
2017-05-30,116.4192,2017-06-05,116.3907,-0.00024480498062184886,6
2017-06-11,116.6186,2017-07-06,117.6747,0.009056016793204558,25
2017-08-06,116.9098,2017-08-07,116.8277,-0.0007022507950574797,1
2017-08-15,116.6382,2017-08-16,116.5393,-0.0008479211784818697,1
2017-08-17,116.6824,2017-08-18,116.739,0.0004850774409850267,1
2017-08-19,116.7325,2017-08-20,116.579,-0.0013149722656501384,1
2017-08-21,116.6236,2017-08-22,116.5082,-0.0009895081269999384,1
2017-08-28,116.4638,2017-08-29,116.4353,-0.00024471123215974444,1
2017-08-30,116.6096,2017-08-31,116.5423,-0.0005771394464949564,1
2017-09-01,116.7297,2017-09-02,116.5004,-0.0019643672518647737,1
2017-09-03,116.5265,2017-09-04,116.5945,0.0005835582464075451,1
2017-09-05,116.6248,2017-09-06,116.7861,0.0013830677523134494,1
2017-09-07,117.1805,2017-09-08,117.4409,0.002222212740174312,1
2017-09-09,117.6008,2017-09-25,119.6611,0.017519438643274432,16
2017-10-28,118.3861,2017-10-30,118.1293,-0.002169173576965555,2
2017-11-07,118.2006,2017-11-08,118.3746,0.0014720737458187028,1
2017-11-09,118.2371,2017-11-10,118.4517,0.0018149971540235565,1
2017-11-14,118.2364,2017-11-15,118.1992,-0.00031462392292047614,1
2017-11-16,118.1552,2017-11-17,118.1229,-0.0002733692634770968,1
2017-11-18,118.315,2017-11-19,118.3176,2.197523559988035e-05,1
2017-11-20,118.4054,2017-12-13,118.827,0.0035606484163728247,23
2017-12-25,119.4237,2017-12-30,119.2961,-0.0010684646347416393,5
2017-12-31,119.4736,2018-01-01,119.2247,-0.0020833054331669265,1
2018-01-24,114.488,2018-01-25,114.4156,-0.0006323806861854298,1
2018-01-26,114.6398,2018-01-27,114.7756,0.0011845798754011039,1
2018-01-28,114.6734,2018-01-29,114.7577,0.0007351312510137653,1
2018-01-30,114.7791,2018-01-31,114.8388,0.0005201295357779578,1
2018-02-01,114.9488,2018-02-02,114.9247,-0.00020965856102894698,1
2018-02-03,114.9829,2018-02-04,114.9763,-5.739983945440841e-05,1
2018-02-05,114.9983,2018-02-06,114.959,-0.00034174418230525916,1
2018-02-07,115.2026,2018-02-08,115.2503,0.00041405315505027573,1
2018-02-09,115.1576,2018-02-10,115.118,-0.00034387656568046765,1
2018-02-11,115.2789,2018-02-12,115.3004,0.00018650420848920213,1
2018-02-13,115.1883,2018-02-14,115.3616,0.0015044930778560506,1
2018-02-15,115.2708,2018-02-16,115.3296,0.0005101031657628319,1
2018-02-23,115.3136,2018-02-24,115.2311,-0.0007154403296748546,1
2018-02-25,115.3256,2018-02-26,115.0719,-0.0021998584876210536,1
2018-03-13,114.4748,2018-03-14,114.7556,0.0024529416081093824,1
2018-03-15,114.9249,2018-03-16,114.7712,-0.001337395116288942,1
2018-03-17,114.8711,2018-03-18,114.9767,0.0009192912751772031,1
2018-03-19,114.9244,2018-03-20,114.9095,-0.0001296504484687988,1
2018-03-21,115.0003,2018-03-22,115.0494,0.00042695540794257525,1
2018-03-23,115.0252,2018-03-24,115.0196,-4.868498381227493e-05,1
2018-03-25,114.9999,2018-03-26,114.9835,-0.000142608819659773,1
2018-04-14,114.8677,2018-04-15,115.0212,0.0013363199576554852,1
2018-04-16,115.1864,2018-04-17,114.4964,-0.005990290520408781,1
2018-04-18,114.8886,2018-04-19,115.0043,0.0010070624935807349,1
2018-04-21,114.9428,2018-04-22,114.3196,-0.005421827204487917,1
2018-05-06,113.6198,2018-05-07,113.5734,-0.00040837952539951594,1
2018-05-08,113.6394,2018-05-09,113.5836,-0.0004910268797616579,1
2018-05-10,113.6215,2018-05-11,113.8798,0.0022733373525256617,1
2018-05-12,114.1056,2018-05-13,114.1837,0.0006844536990298078,1
2018-05-14,114.1843,2018-05-15,113.94,-0.0021395235597188034,1
2018-05-16,113.9068,2018-05-17,114.1659,0.002274666657302138,1
2018-05-18,114.2484,2018-05-19,114.4859,0.002078803729417711,1
2018-05-20,114.6026,2018-05-21,114.6833,0.0007041725056848858,1
2018-05-22,114.6708,2018-05-23,114.7396,0.0005999783728725117,1
2018-05-24,114.7605,2018-06-12,114.9909,0.0020076594298561456,19
2018-06-17,115.2166,2018-06-21,114.3681,-0.007364390200717663,4
2018-07-08,113.3964,2018-07-09,113.4622,0.0005802653347020126,1
2018-07-10,113.7571,2018-07-11,113.3107,-0.003924150668397797,1
2018-07-20,112.8591,2018-07-21,112.7692,-0.0007965684645722115,1
2018-07-22,112.7408,2018-07-23,112.7733,0.0002882718589898303,1
2018-07-24,113.191,2018-07-25,113.2636,0.0006413937503864098,1
2018-07-26,113.2935,2018-07-27,113.2087,-0.0007484983692798153,1
2018-07-28,113.3518,2018-07-29,113.3092,-0.00037582111620626524,1
2018-07-30,113.3527,2018-07-31,113.4183,0.0005787246355843934,1
2018-08-01,113.3166,2018-08-02,113.2422,-0.0006565675284997408,1
2018-08-05,113.2729,2018-08-06,113.2926,0.00017391626770391078,1
2018-08-07,113.305,2018-08-08,113.2375,-0.0005957371695866076,1
2018-08-16,113.3531,2018-08-17,113.3797,0.000234664954024133,1
2018-08-19,113.4248,2018-08-20,113.4421,0.00015252396301335125,1
2018-08-21,113.4119,2018-08-22,113.7804,0.003249218115559227,1
2018-08-23,113.9624,2018-09-19,114.6928,0.006409131432823401,27
2018-09-22,115.2472,2018-10-11,118.2904,0.02640584760410669,19
2018-12-13,118.1439,2018-12-30,118.1358,-6.856045889802598e-05,17
2019-01-14,117.8423,2019-01-15,117.8283,-0.0001188028407456132,1
2019-01-17,117.8668,2019-01-18,117.792,-0.0006346146667254304,1
2019-01-20,117.8162,2019-01-21,117.8709,0.000464282501048352,1
2019-01-22,117.898,2019-01-23,117.8952,-2.374934265203521e-05,1
2019-01-24,117.8844,2019-01-25,117.8999,0.00013148474268009913,1
2019-01-26,117.886,2019-01-27,117.8594,-0.00022564172166328333,1
2019-01-28,117.8577,2019-01-29,117.8134,-0.0003758770110056098,1
2019-01-31,117.9092,2019-02-01,117.8903,-0.00016029283550389462,1
2019-02-02,118.0838,2019-02-03,118.3044,0.001868164811769324,1
2019-02-04,118.2769,2019-02-09,118.1202,-0.001324857178367056,5
2019-02-10,118.2935,2019-02-17,118.2949,1.1834969799728867e-05,7
2019-03-21,117.5056,2019-03-22,117.5908,0.0007250718263640543,1
2019-03-23,117.526,2019-03-24,117.426,-0.0008508755509418764,1
2019-03-28,117.3617,2019-03-29,117.4457,0.0007157360535847701,1
2019-03-30,117.5816,2019-03-31,117.558,-0.00020071167597646156,1
2019-04-01,117.6179,2019-04-02,117.7572,0.0011843435395462176,1
2019-04-03,117.8998,2019-04-04,118.106,0.001748942746297999,1
2019-04-05,118.3527,2019-04-14,117.8131,-0.004559253823529064,9
2019-04-22,118.9521,2019-05-07,119.6856,0.006166347630684799,15
2019-05-13,119.9456,2019-05-14,119.9285,-0.0001425646292986249,1
2019-06-08,119.7942,2019-06-11,119.5198,-0.0022905950371553407,3
2019-06-13,119.7654,2019-06-20,119.805,0.000330646413738922,7
2019-06-21,119.9654,2019-06-22,119.8838,-0.0006801961232155707,1
2019-06-26,120.012,2019-06-27,119.862,-0.0012498750124988467,1
2019-07-02,119.9976,2019-07-03,119.869,-0.0010716881004286805,1
2019-07-08,120.0646,2019-07-14,120.2202,0.001295969003353159,6
2019-07-16,120.2778,2019-07-17,120.1899,-0.0007308081790654564,1
2019-08-04,119.771,2019-08-05,119.9858,0.0017934224478379779,1
2019-08-06,120.6134,2019-08-19,120.6883,0.0006209923607161105,13
2019-09-06,120.617,2019-09-11,120.7264,0.0009070031587585792,5
2019-09-17,121.0908,2019-10-08,124.9274,0.031683662177473426,21
2019-11-27,124.7435,2019-11-29,124.4716,-0.0021796726883565043,2
2019-12-16,123.8817,2019-12-17,123.8604,-0.0001719382281644144,1
2019-12-18,123.7615,2019-12-19,123.5958,-0.0013388654791676169,1
2019-12-21,123.6513,2019-12-22,123.4711,-0.00145732394240905,1
2019-12-25,123.5558,2019-12-26,123.5907,0.00028246346994631466,1
2019-12-27,123.7335,2019-12-28,123.8582,0.001007811142495596,1
2019-12-29,123.6507,2019-12-30,123.69,0.0003178307927087509,1
2020-01-08,123.3458,2020-01-09,123.2208,-0.0010134110768262872,1
2020-01-14,123.3615,2020-01-15,123.2273,-0.0010878596644821048,1
2020-01-19,123.1782,2020-01-20,122.9548,-0.0018136326070684605,1
2020-01-23,123.3436,2020-01-24,123.3397,-3.1618989554393906e-05,1
2020-01-26,123.1684,2020-01-27,123.2303,0.0005025639693296835,1
2020-01-29,123.578,2020-01-30,123.9948,0.0033727686157729586,1
2020-01-31,123.9195,2020-02-01,123.788,-0.0010611727774886281,1
2020-02-02,123.625,2020-02-03,123.9032,0.002250353892820911,1
2020-02-04,124.2868,2020-02-15,125.5306,0.010007498785068236,11
2020-03-18,125.1856,2020-03-19,124.9056,-0.002236678979051776,1
2020-03-24,124.9444,2020-03-26,124.8185,-0.0010076482019202304,2
2020-03-27,125.3798,2020-03-28,124.8068,-0.004570114165120764,1
2020-04-03,125.3663,2020-04-21,126.9633,0.012738670599674817,18
2020-04-28,127.4843,2020-05-01,127.5266,0.000331805563508647,3
2020-05-12,128.473,2020-05-15,128.0002,-0.0036801506931417594,3
2020-05-20,128.7353,2020-05-30,129.3983,0.005150102574818405,10
2020-06-16,131.1027,2020-06-22,130.0086,-0.00834536588491308,6
2020-07-06,130.5824,2020-07-20,131.5301,0.0072574864606562706,14
2020-07-25,131.9165,2020-07-26,131.7093,-0.001570690550461884,1
2020-08-19,132.1836,2020-08-20,131.1504,-0.007816400824308123,1
2020-09-09,131.6817,2020-10-03,133.008,0.010072014562388043,24
2020-10-04,133.1906,2020-10-08,133.1175,-0.0005488375305763293,4
2020-10-12,133.3617,2020-10-13,133.3488,-9.672942081573321e-05,1
2020-10-14,133.4587,2020-10-23,133.9073,0.0033613395005345215,9
2020-11-10,134.1093,2020-11-28,137.2917,0.02372989792654212,18
2020-12-12,138.9953,2020-12-15,138.9673,-0.0002014456603928183,3
2020-12-24,139.5288,2020-12-26,139.5315,1.9350843696752662e-05,2
2020-12-30,139.897,2020-12-31,139.6676,-0.001639777836551115,1
2021-01-22,138.6875,2021-01-24,138.446,-0.0017413249211356563,2
2021-01-25,138.6941,2021-01-29,138.3294,-0.002629527860233405,4
2021-01-31,139.019,2021-02-13,139.7517,0.005270502593170745,13
2021-02-15,140.3565,2021-02-27,141.6892,0.009495107102271527,12
2021-03-03,142.1113,2021-03-04,141.974,-0.0009661441419507311,1
2021-03-11,142.3044,2021-03-12,142.2574,-0.00033027791129436324,1
2021-03-15,142.6201,2021-03-16,142.3434,-0.0019401192398547096,1
2021-03-24,142.8852,2021-03-27,142.9933,0.000756551413302553,3
2021-03-28,143.3305,2021-04-01,142.7132,-0.004306829321044758,4
2021-04-15,145.3681,2021-04-18,145.3815,9.217978359754575e-05,3
2021-05-01,145.9008,2021-05-08,146.0561,0.0010644218537525507,7
2021-06-01,144.4558,2021-06-02,144.4916,0.0002478266708569876,1
2021-06-03,144.7404,2021-06-04,144.7119,-0.0001969042506444474,1
2021-06-05,144.7646,2021-06-06,144.8025,0.00026180433614308996,1
2021-06-07,144.8587,2021-06-28,145.3885,0.0036573571349183265,21
2021-06-30,145.6987,2021-07-08,145.8229,0.0008524441192681032,8
2021-07-31,145.5073,2021-08-01,145.3561,-0.0010391231230322262,1
2021-08-04,145.532,2021-08-23,146.9098,0.009467333644833875,19
2021-09-06,146.925,2021-09-17,147.4684,0.0036984856219159923,11
2021-10-10,146.8085,2021-10-11,146.7516,-0.000387579738230559,1
2021-10-12,146.8495,2021-10-16,146.7641,-0.0005815477751029974,4
2021-10-27,146.7085,2021-10-28,146.8898,0.0012357838843695124,1
2021-10-29,146.6472,2021-10-30,146.8084,0.0010992368077944459,1
2021-10-31,146.7168,2021-11-01,146.5376,-0.001221400684856877,1
2021-11-02,146.669,2021-11-14,147.3539,0.004669698436615688,12
2021-11-19,147.9726,2021-11-20,147.6717,-0.0020334845775502597,1
2021-12-11,147.4225,2021-12-12,147.0966,-0.0022106530549951264,1
2021-12-24,147.1816,2021-12-25,147.0901,-0.0006216809709909121,1
2021-12-26,147.1779,2021-12-29,147.1319,-0.00031254692450422006,3
2021-12-30,147.2981,2022-01-11,147.4268,0.0008737383577925861,12
2022-01-13,147.6368,2022-01-15,147.4786,-0.0010715485569993133,2
