date,open,high,low,close,volume,entry_price,tp_level,sl_level,tp_hit,sl_hit,label
2015-01-31,99.8537,100.4118,99.8318,99.9755,661889,99.9755,100.975255,99.6755735,1,1,0
2015-02-01,99.8281,101.321,99.7493,99.9133,1309132,99.9133,100.91243300000001,99.6135601,1,1,0
2015-02-02,99.4596,100.7797,99.418,99.9992,1299355,99.9992,100.99919200000001,99.6992024,1,1,0
2015-02-03,100.1989,100.5693,99.9462,100.0093,831396,100.0093,101.009393,99.70927209999999,1,1,0
2015-02-04,100.077,101.216,99.8788,100.0909,291934,100.0909,101.09180900000001,99.79062730000001,1,1,0
2015-02-05,100.0624,100.5242,99.9778,100.1256,938516,100.1256,101.126856,99.82522320000001,1,1,0
2015-02-06,100.0659,100.6584,99.8966,100.1244,534675,100.1244,101.125644,99.8240268,1,1,0
2015-02-07,100.267,100.4281,99.9044,100.0891,1183250,100.0891,101.089991,99.7888327,1,1,0
2015-02-08,99.9935,100.9876,99.956,100.054,567842,100.054,101.05454,99.753838,1,1,0
2015-02-09,100.1103,101.3539,99.8712,99.9098,675500,99.9098,100.90889800000001,99.6100706,1,1,0
2015-02-10,99.9427,100.688,99.7937,100.0141,979270,100.0141,101.014241,99.7140577,1,1,0
2015-02-11,100.1786,100.3978,99.7917,99.9074,765856,99.9074,100.906474,99.60767779999999,1,1,0
2015-02-12,99.7142,100.3496,99.6549,99.854,306205,99.854,100.85254,99.554438,1,1,0
2015-02-13,99.7194,100.9306,99.6266,99.741,842284,99.741,100.73841,99.441777,1,1,0
2015-02-14,99.7378,101.1149,99.5567,99.7973,962704,99.7973,100.79527300000001,99.4979081,1,1,0
2015-02-15,99.9293,101.0592,99.5263,99.6461,1172873,99.6461,100.642561,99.3471617,1,1,0
2015-02-16,99.5838,100.9776,99.2748,99.4966,935506,99.4966,100.491566,99.1981102,1,1,0
2015-02-17,99.5691,100.5645,99.2998,99.3554,246501,99.3554,100.348954,99.05733380000001,1,1,0
2015-02-18,99.3513,100.7457,99.2036,99.3326,1458778,99.3326,100.325926,99.0346022,1,1,0
2015-02-19,99.1337,100.3541,98.9594,99.2709,937031,99.2709,100.263609,98.9730873,1,1,0
2015-02-20,99.3431,99.6864,98.95,99.1319,1406716,99.1319,100.123219,98.8345043,1,1,0
2015-02-21,99.2374,99.6152,99.0977,99.2203,1012937,99.2203,100.212503,98.9226391,1,1,0
2015-02-22,99.4694,100.0429,99.2236,99.2444,790834,99.2444,100.236844,98.9466668,1,1,0
2015-02-23,99.599,100.7456,99.1767,99.2671,845003,99.2671,100.259771,98.9692987,1,1,0
2015-02-24,99.0894,100.3825,99.003,99.2352,1115715,99.2352,100.227552,98.9374944,1,1,0
2015-02-25,99.5034,100.4736,99.0236,99.2003,1241167,99.2003,100.192303,98.90269909999999,1,1,0
2015-02-26,98.9268,100.5666,98.7083,99.2847,1251192,99.2847,100.277547,98.9868459,1,1,0
2015-02-27,99.3231,99.6948,99.1274,99.3555,1229031,99.3555,100.349055,99.0574335,1,1,0
2015-02-28,99.1681,99.9214,99.0124,99.3156,525794,99.3156,100.308756,99.0176532,1,1,0
2015-03-01,99.0739,100.2748,98.8719,99.6679,601586,99.6679,100.664579,99.3688963,1,1,0
2015-03-02,99.819,99.9371,99.605,99.7775,573761,99.7775,100.77527500000001,99.4781675,1,1,0
2015-03-03,99.9801,100.4893,99.6101,99.6679,1080937,99.6679,100.664579,99.3688963,1,1,0
2015-03-04,99.5229,100.7906,99.3529,99.4161,1184217,99.4161,100.410261,99.1178517,1,0,1
2015-03-05,99.3048,100.9216,99.2638,99.8663,1405182,99.8663,100.864963,99.56670109999999,1,1,0
2015-03-06,99.9011,100.321,99.6151,99.7808,958350,99.7808,100.778608,99.4814576,1,1,0
2015-03-07,99.5463,100.3069,99.4739,99.8268,1209806,99.8268,100.825068,99.5273196,1,1,0
2015-03-08,99.8906,100.9579,99.8678,99.912,561848,99.912,100.91112000000001,99.61226400000001,1,1,0
2015-03-09,99.8159,100.1512,99.622,100.0136,1427606,100.0136,101.013736,99.71355919999999,1,1,0
2015-03-10,99.8599,100.5985,99.8161,99.8936,1190533,99.8936,100.892536,99.5939192,1,1,0
2015-03-11,99.9828,100.2991,99.828,99.9691,392107,99.9691,100.968791,99.6691927,1,1,0
2015-03-12,99.8236,100.1219,99.7596,99.984,1456935,99.984,100.98384,99.68404799999999,1,1,0
2015-03-13,99.7992,101.543,99.6184,100.1394,1380724,100.1394,101.140794,99.8389818,1,1,0
2015-03-14,100.0574,100.4504,99.9059,100.1441,430026,100.1441,101.145541,99.8436677,1,1,0
2015-03-15,100.2574,100.6554,99.9662,100.1506,1276341,100.1506,101.152106,99.85014819999999,1,1,0
2015-03-16,100.0458,100.4224,99.9346,100.148,350560,100.148,101.14948,99.847556,1,1,0
2015-03-17,100.1887,100.565,99.9629,100.1053,1387387,100.1053,101.106353,99.8049841,1,1,0
2015-03-18,100.3704,101.1243,100.0239,100.0928,1202980,100.0928,101.093728,99.7925216,1,1,0
2015-03-19,100.4993,100.6906,100.0701,100.1052,931268,100.1052,101.106252,99.80488439999999,1,1,0
2015-03-20,100.0232,101.0611,100.0026,100.1225,1267846,100.1225,101.12372500000001,99.8221325,1,1,0
2015-03-21,100.2322,101.6017,100.1038,100.2403,927658,100.2403,101.242703,99.9395791,1,1,0
2015-03-22,100.1856,100.5337,100.0664,100.1228,205576,100.1228,101.124028,99.8224316,1,1,0
2015-03-23,100.1764,100.5562,99.8624,100.1012,380617,100.1012,101.10221200000001,99.8008964,1,1,0
2015-03-24,100.2069,100.648,100.0335,100.1586,635329,100.1586,101.16018600000001,99.8581242,1,1,0
2015-03-25,100.2848,100.8196,100.0264,100.2043,1298746,100.2043,101.206343,99.9036871,1,1,0
2015-03-26,100.2397,100.5202,100.0739,100.1671,563171,100.1671,101.168771,99.86659870000001,1,1,0
2015-03-27,100.2609,101.4857,99.845,100.0624,1139842,100.0624,101.063024,99.7622128,1,1,0
2015-03-28,100.1782,101.3746,100.0055,100.0677,1019223,100.0677,101.068377,99.7674969,1,1,0
2015-03-29,100.0309,101.0778,99.7888,100.1015,337469,100.1015,101.102515,99.8011955,1,1,0
2015-03-30,99.6955,101.2309,99.4934,100.1583,1285114,100.1583,101.159883,99.8578251,1,1,0
2015-03-31,99.8057,101.4226,99.7426,100.059,1171183,100.059,101.05959,99.75882299999999,1,1,0
2015-04-01,100.0287,100.4232,99.7839,100.1326,1094406,100.1326,101.133926,99.8322022,1,1,0
2015-04-02,100.0907,101.0471,100.0686,100.2116,1043041,100.2116,101.213716,99.9109652,1,1,0
2015-04-03,100.3746,100.8939,100.1329,100.3111,382581,100.3111,101.314211,100.0101667,1,1,0
2015-04-04,100.3166,100.9788,100.1938,100.4275,909564,100.4275,101.431775,100.1262175,1,1,0
2015-04-05,100.4066,101.8097,100.1706,100.5027,1199577,100.5027,101.507727,100.2011919,1,1,0
2015-04-06,100.7834,101.53,100.2287,100.4134,1049104,100.4134,101.417534,100.1121598,1,1,0
2015-04-07,100.3711,101.5541,100.304,100.4984,1208122,100.4984,101.50338400000001,100.1969048,1,1,0
2015-04-08,100.2806,101.9821,100.0422,100.5287,576717,100.5287,101.533987,100.2271139,1,1,0
2015-04-09,100.8355,101.6398,100.1721,100.3601,450872,100.3601,101.363701,100.05901970000001,1,1,0
2015-04-10,100.4551,101.1627,100.2598,100.3806,527433,100.3806,101.384406,100.0794582,1,1,0
2015-04-11,100.3581,100.9083,100.089,100.2998,769872,100.2998,101.30279800000001,99.9989006,1,1,0
2015-04-12,99.8726,101.0657,99.7046,100.2164,222475,100.2164,101.218564,99.9157508,1,1,0
2015-04-13,100.1517,100.9255,99.9875,100.2144,1160702,100.2144,101.216544,99.9137568,1,1,0
2015-04-14,100.1122,101.6622,100.0137,100.164,1278558,100.164,101.16564,99.863508,1,1,0
2015-04-15,99.8812,101.2507,99.8295,100.2092,1279746,100.2092,101.211292,99.9085724,1,1,0
2015-04-16,100.0991,101.2978,99.968,100.2624,1143957,100.2624,101.265024,99.9616128,1,1,0
2015-04-17,100.097,100.7424,99.9846,100.3348,997614,100.3348,101.338148,100.0337956,1,1,0
2015-04-18,100.2147,101.2497,100.0647,100.3308,825080,100.3308,101.334108,100.0298076,1,1,0
2015-04-19,100.247,101.3153,100.0971,100.32,1384434,100.32,101.3232,100.01903999999999,1,1,0
2015-04-20,100.0104,100.4508,99.8652,100.3208,583422,100.3208,101.324008,100.0198376,1,1,0
2015-04-21,100.1339,100.7954,99.9774,100.2506,827118,100.2506,101.253106,99.9498482,1,1,0
2015-04-22,100.0721,100.991,99.8862,100.2703,663472,100.2703,101.273003,99.9694891,1,1,0
2015-04-23,100.1486,100.8869,99.9469,100.3002,413176,100.3002,101.303202,99.9992994,1,1,0
2015-04-24,100.1578,100.6244,100.1098,100.3401,1004774,100.3401,101.343501,100.0390797,1,1,0
2015-04-25,100.3309,100.6159,100.1966,100.4082,405529,100.4082,101.41228199999999,100.1069754,1,1,0
2015-04-26,100.3699,101.1083,100.2805,100.3904,1226255,100.3904,101.394304,100.0892288,1,1,0
2015-04-27,100.224,101.5421,100.0032,100.4159,1366441,100.4159,101.420059,100.11465229999999,1,1,0
2015-04-28,100.336,100.902,100.0924,100.5199,662685,100.5199,101.52509900000001,100.21834030000001,1,1,0
2015-04-29,100.4418,101.0091,100.2228,100.2894,1216726,100.2894,101.292294,99.9885318,1,1,0
2015-04-30,100.2008,101.3037,99.8161,100.0614,246636,100.0614,101.062014,99.7612158,1,1,0
2015-05-01,99.9868,101.1556,97.6293,99.947,569303,99.947,100.94647,99.647159,1,1,0
2015-05-02,99.9827,101.0438,99.743,100.0827,431199,100.0827,101.083527,99.7824519,1,1,0
2015-05-03,100.2042,101.3921,99.9324,99.9731,1461776,99.9731,100.972831,99.6731807,1,1,0
2015-05-04,99.9371,101.5606,99.8818,100.1047,795581,100.1047,101.105747,99.8043859,1,1,0
2015-05-05,99.9535,101.1328,99.742,100.0946,260782,100.0946,101.095546,99.7943162,1,1,0
2015-05-06,100.0261,100.2711,99.8303,100.1015,1222173,100.1015,101.102515,99.8011955,1,1,0
2015-05-07,100.2272,101.6772,100.0158,100.4353,1390873,100.4353,101.43965299999999,100.1339941,1,1,0
2015-05-08,100.3693,100.8382,100.3313,100.3945,1430226,100.3945,101.398445,100.0933165,1,1,0
2015-05-09,100.2044,100.7984,100.1414,100.3035,1451418,100.3035,101.306535,100.0025895,1,1,0
2015-05-10,100.3393,101.0292,100.1825,100.3927,674126,100.3927,101.39662700000001,100.0915219,1,1,0
2015-05-11,100.2524,100.9456,100.225,100.3505,199016,100.3505,101.354005,100.0494485,1,1,0
2015-05-12,100.199,100.3289,100.1221,100.1462,1108693,100.1462,101.147662,99.84576139999999,1,1,0
2015-05-13,100.1533,100.404,100.0387,100.2666,212991,100.2666,101.269266,99.96580019999999,1,1,0
2015-05-14,100.2638,101.6165,100.0111,100.0519,1508030,100.0519,101.052419,99.7517443,1,1,0
2015-05-15,99.9504,101.4195,99.8348,100.2141,1533105,100.2141,101.216241,99.9134577,1,1,0
2015-05-16,100.3775,101.3857,100.0541,100.1062,1316477,100.1062,101.107262,99.8058814,1,1,0
2015-05-17,100.1951,101.1621,99.8889,100.0057,654258,100.0057,101.005757,99.7056829,1,1,0
2015-05-18,100.2465,101.2256,99.7685,99.9912,418238,99.9912,100.991112,99.6912264,1,1,0
2015-05-19,100.0238,101.1142,99.6428,99.8416,434982,99.8416,100.840016,99.5420752,1,1,0
2015-05-20,99.7664,101.1008,99.681,99.9551,576915,99.9551,100.954651,99.65523470000001,1,1,0
2015-05-21,100.1445,101.4591,99.6668,99.9162,1448386,99.9162,100.915362,99.6164514,1,1,0
2015-05-22,100.3208,100.8988,99.7958,99.9525,1332009,99.9525,100.952025,99.6526425,1,1,0
2015-05-23,100.0132,100.4321,99.8283,99.9512,1349079,99.9512,100.950712,99.6513464,1,1,0
2015-05-24,99.9016,100.4623,99.6713,99.7735,238425,99.7735,100.771235,99.4741795,1,1,0
2015-05-25,99.8265,101.0973,99.6943,99.851,584812,99.851,100.84951,99.551447,1,1,0
2015-05-26,99.7949,100.8861,99.7085,99.9184,466325,99.9184,100.917584,99.6186448,1,1,0
2015-05-27,99.8849,101.356,99.6695,100.0539,713956,100.0539,101.054439,99.7537383,1,1,0
2015-05-28,99.9461,101.1558,99.7295,99.776,409626,99.776,100.77376,99.476672,1,1,0
2015-05-29,100.129,100.4476,99.6237,99.7458,461837,99.7458,100.743258,99.44656260000001,1,1,0
2015-05-30,99.7281,100.6651,99.5365,99.8131,274563,99.8131,100.811231,99.5136607,1,1,0
2015-05-31,99.7583,100.7672,99.5173,99.6949,1078073,99.6949,100.691849,99.39581530000001,1,1,0
2015-06-01,99.5275,100.5823,99.3682,99.741,1351723,99.741,100.73841,99.441777,1,1,0
2015-06-02,99.7767,100.2242,99.637,99.7344,1110282,99.7344,100.73174399999999,99.4351968,1,1,0
2015-06-03,99.8028,100.2049,99.7518,99.8021,1299592,99.8021,100.80012099999999,99.5026937,1,1,0
2015-06-04,99.5489,100.8617,99.4616,99.6343,419278,99.6343,100.63064299999999,99.3353971,1,1,0
2015-06-05,99.6912,100.6105,99.5066,99.5904,1170551,99.5904,100.586304,99.2916288,1,1,0
2015-06-06,99.689,100.5656,99.3553,99.453,801521,99.453,100.44753,99.154641,1,0,1
2015-06-07,99.4476,100.1548,99.3571,99.5908,463519,99.5908,100.586708,99.2920276,1,1,0
2015-06-08,99.7695,100.7709,99.3989,99.5631,1277757,99.5631,100.55873100000001,99.2644107,1,0,1
2015-06-09,99.8144,100.7883,99.281,99.4816,753174,99.4816,100.476416,99.1831552,1,0,1
2015-06-10,99.5035,101.2256,99.3947,99.7361,705906,99.7361,100.73346099999999,99.43689169999999,1,1,0
2015-06-11,99.6036,100.945,99.512,99.8176,896386,99.8176,100.815776,99.5181472,1,1,0
2015-06-12,99.8665,100.0357,99.5961,99.6222,1155245,99.6222,100.61842200000001,99.32333340000001,1,1,0
2015-06-13,99.5535,100.3736,99.5119,99.6989,353513,99.6989,100.695889,99.39980329999999,1,1,0
2015-06-14,99.4112,100.0801,99.2666,99.8758,197945,99.8758,100.874558,99.57617259999999,1,1,0
2015-06-15,99.7358,100.814,99.6851,100.0211,1016852,100.0211,101.02131100000001,99.7210367,1,1,0
2015-06-16,99.9551,101.1973,99.8014,100.0435,1327672,100.0435,101.04393499999999,99.7433695,1,1,0
2015-06-17,99.913,100.3628,99.6364,99.8533,276813,99.8533,100.851833,99.5537401,1,1,0
2015-06-18,99.8211,101.283,99.5706,99.7793,203862,99.7793,100.77709300000001,99.47996210000001,1,1,0
2015-06-19,99.836,100.3339,99.8088,99.8573,1348596,99.8573,100.855873,99.55772809999999,1,1,0
2015-06-20,99.9131,101.3108,99.7124,99.8792,963391,99.8792,100.87799199999999,99.5795624,1,1,0
2015-06-21,99.7677,101.0166,99.5691,99.8874,1240989,99.8874,100.886274,99.5877378,1,1,0
2015-06-22,100.1379,100.6123,99.8074,99.8659,519457,99.8659,100.864559,99.56630229999999,1,1,0
2015-06-23,99.6681,100.8657,99.445,99.9591,296094,99.9591,100.958691,99.6592227,1,1,0
2015-06-24,100.0011,100.6235,99.4669,99.6649,902596,99.6649,100.66154900000001,99.36590530000001,1,0,1
2015-06-25,99.6583,100.405,99.4209,99.8264,1357601,99.8264,100.82466400000001,99.52692080000001,1,1,0
2015-06-26,100.0692,100.876,99.637,99.8118,875962,99.8118,100.80991800000001,99.5123646,1,1,0
2015-06-27,99.9853,100.9059,99.7618,99.8605,950532,99.8605,100.859105,99.5609185,1,1,0
2015-06-28,99.8408,101.4869,99.7367,100.0082,1147232,100.0082,101.00828200000001,99.7081754,1,1,0
2015-06-29,100.1472,101.0958,99.6073,99.8386,794896,99.8386,100.836986,99.5390842,1,1,0
2015-06-30,99.5843,100.6802,99.4871,99.8644,1359933,99.8644,100.863044,99.5648068,1,1,0
2015-07-01,99.9102,100.7119,99.7322,99.8945,608329,99.8945,100.893445,99.5948165,1,1,0
2015-07-02,99.8357,100.3695,99.8054,99.8264,527276,99.8264,100.82466400000001,99.52692080000001,1,1,0
2015-07-03,99.5767,100.4366,99.4601,99.9024,978707,99.9024,100.901424,99.6026928,1,0,1
2015-07-04,100.0793,100.7001,99.9113,99.9976,429488,99.9976,100.99757600000001,99.69760720000001,1,1,0
2015-07-05,99.8472,100.8022,99.639,99.9948,246029,99.9948,100.994748,99.6948156,1,1,0
2015-07-06,99.9468,101.4458,99.7032,100.1025,1136620,100.1025,101.103525,99.8021925,1,1,0
2015-07-07,100.0556,100.6542,99.8656,99.9584,570875,99.9584,100.957984,99.6585248,1,1,0
2015-07-08,99.8603,100.9573,99.6523,100.103,1017237,100.103,101.10403,99.802691,1,1,0
2015-07-09,99.9584,100.6316,99.8927,100.2145,1510143,100.2145,101.216645,99.9138565,1,1,0
2015-07-10,100.2361,101.3845,100.0313,100.241,318771,100.241,101.24341,99.940277,1,1,0
2015-07-11,100.1876,100.6848,99.9464,100.2358,905434,100.2358,101.238158,99.9350926,1,1,0
2015-07-12,100.4133,101.2812,99.9817,100.2245,1111248,100.2245,101.22674500000001,99.9238265,1,1,0
2015-07-13,99.9069,100.5474,99.8773,100.4297,1350413,100.4297,101.43399699999999,100.12841089999999,1,1,0
2015-07-14,100.288,101.8885,100.1167,100.4212,1436225,100.4212,101.425412,100.1199364,1,1,0
2015-07-15,100.3487,101.0166,100.3102,100.5271,445056,100.5271,101.53237100000001,100.22551870000001,1,1,0
2015-07-16,100.5022,101.6073,100.4196,100.6463,802988,100.6463,101.652763,100.3443611,1,1,0
2015-07-17,100.464,101.8265,100.4158,100.7653,1123926,100.7653,101.772953,100.46300409999999,1,1,0
2015-07-18,100.4867,101.3458,100.2725,100.8557,1185080,100.8557,101.864257,100.5531329,1,1,0
2015-07-19,101.0998,102.443,100.652,100.7157,1137021,100.7157,101.722857,100.4135529,1,1,0
2015-07-20,100.7314,101.7224,100.6093,100.79,350602,100.79,101.79790000000001,100.48763000000001,1,1,0
2015-07-21,100.5916,101.988,100.5421,100.7994,259342,100.7994,101.807394,100.4970018,1,1,0
2015-07-22,100.7672,102.2498,100.7053,100.9393,1050751,100.9393,101.948693,100.63648210000001,1,1,0
2015-07-23,100.7285,102.3654,100.7048,100.9169,1363697,100.9169,101.926069,100.6141493,1,1,0
2015-07-24,100.9062,101.7989,100.7121,100.9757,1027186,100.9757,101.98545700000001,100.6727729,1,1,0
2015-07-25,101.088,101.8963,100.9753,101.0254,571127,101.0254,102.03565400000001,100.7223238,1,1,0
2015-07-26,101.1179,101.5697,101.0336,101.076,384360,101.076,102.08676,100.77277199999999,1,1,0
2015-07-27,100.8575,101.9784,100.6061,101.0939,855427,101.0939,102.10483900000001,100.7906183,1,1,0
2015-07-28,100.9105,101.1671,100.7391,101.0381,1052297,101.0381,102.048481,100.7349857,1,1,0
2015-07-29,101.3262,102.7258,100.8204,100.9295,446954,100.9295,101.938795,100.6267115,1,1,0
2015-07-30,101.1858,101.6558,100.6524,100.8293,763647,100.8293,101.837593,100.5268121,1,1,0
2015-07-31,100.9499,102.3077,100.6313,100.8363,1060501,100.8363,101.844663,100.53379109999999,1,1,0
2015-08-01,100.9003,101.9225,100.323,100.4577,610344,100.4577,101.462277,100.1563269,1,1,0
2015-08-02,100.6814,102.0021,100.4061,100.5958,1542691,100.5958,101.601758,100.2940126,1,1,0
2015-08-03,100.6792,101.807,100.5715,101.1915,376365,101.1915,102.203415,100.88792550000001,1,1,0
2015-08-04,101.2051,101.6863,101.1038,101.1719,333567,101.1719,102.183619,100.86838429999999,1,1,0
2015-08-05,101.3225,102.6317,100.891,100.947,640295,100.947,101.95647000000001,100.644159,1,1,0
2015-08-06,100.8573,101.0998,100.2479,100.3341,506346,100.3341,101.33744100000001,100.03309770000001,1,1,0
2015-08-07,100.4684,101.3376,100.2484,100.5004,1448031,100.5004,101.505404,100.1988988,1,1,0
2015-08-08,100.5541,100.7658,100.3075,100.4297,739847,100.4297,101.43399699999999,100.12841089999999,1,1,0
2015-08-09,100.2761,101.0884,100.1854,100.4907,463390,100.4907,101.495607,100.1892279,1,1,0
2015-08-10,100.6996,101.6992,100.2352,100.3844,791976,100.3844,101.388244,100.0832468,1,1,0
2015-08-11,100.0439,101.7282,99.9161,100.3413,916380,100.3413,101.344713,100.0402761,1,1,0
2015-08-12,100.0724,101.1078,100.0332,100.1384,1265727,100.1384,101.139784,99.8379848,1,1,0
2015-08-13,99.9325,100.9062,99.7839,100.102,708619,100.102,101.10302,99.801694,1,1,0
2015-08-14,100.3,100.4493,99.8703,99.9385,231962,99.9385,100.93788500000001,99.63868450000001,1,1,0
2015-08-15,99.8854,100.3843,99.7728,99.911,247129,99.911,100.91011,99.611267,1,1,0
2015-08-16,100.1095,100.4537,99.7487,99.8737,1021170,99.8737,100.872437,99.5740789,1,1,0
2015-08-17,99.7941,100.238,99.6705,99.71,639814,99.71,100.7071,99.41086999999999,1,1,0
2015-08-18,99.9,101.2329,99.713,99.8415,1295731,99.8415,100.83991499999999,99.54197549999999,1,1,0
2015-08-19,99.6187,100.4773,99.4843,99.9638,999587,99.9638,100.96343800000001,99.6639086,1,1,0
2015-08-20,99.7888,100.5504,99.5586,99.8564,707695,99.8564,100.854964,99.5568308,1,1,0
2015-08-21,99.8562,101.165,99.5269,99.734,392700,99.734,100.73133999999999,99.434798,1,1,0
2015-08-22,99.8808,101.2186,99.8041,99.8958,564498,99.8958,100.894758,99.5961126,1,1,0
2015-08-23,99.6048,100.6334,99.3723,99.7436,264953,99.7436,100.74103600000001,99.4443692,1,1,0
2015-08-24,99.8375,100.2358,99.7132,99.9235,531875,99.9235,100.922735,99.62372950000001,1,1,0
2015-08-25,99.9866,101.0106,99.5828,99.615,628128,99.615,100.61115,99.316155,1,1,0
2015-08-26,99.6744,100.2172,99.2438,99.4637,233500,99.4637,100.458337,99.1653089,1,0,1
2015-08-27,99.4784,100.9404,99.3807,99.7048,1239409,99.7048,100.70184800000001,99.40568560000001,1,0,1
2015-08-28,99.8302,101.1044,99.7357,99.7583,1261841,99.7583,100.75588300000001,99.4590251,1,0,1
2015-08-29,99.9522,100.3244,99.8243,99.8812,708717,99.8812,100.88001200000001,99.58155640000001,1,0,1
2015-08-30,99.911,100.8416,99.6489,99.7938,840956,99.7938,100.79173800000001,99.4944186,1,0,1
2015-08-31,100.0241,100.2923,99.6638,99.9044,292872,99.9044,100.903444,99.6046868,1,0,1
2015-09-01,99.7406,100.7876,99.68,99.8177,757895,99.8177,100.815877,99.51824690000001,1,0,1
2015-09-02,99.7673,100.6183,99.7029,99.7864,1015600,99.7864,100.78426400000001,99.4870408,1,0,1
2015-09-03,99.8766,101.1691,99.6606,100.1324,890049,100.1324,101.133724,99.8320028,1,1,0
2015-09-04,100.2932,101.7963,100.2252,100.3407,1235364,100.3407,101.344107,100.0396779,1,1,0
2015-09-05,100.4133,101.6859,100.213,100.2695,1270941,100.2695,101.272195,99.96869149999999,1,1,0
2015-09-06,100.3169,101.3434,100.1558,100.3433,1354797,100.3433,101.346733,100.0422701,1,1,0
2015-09-07,100.5224,101.8462,100.3225,100.5295,234005,100.5295,101.534795,100.2279115,1,1,0
2015-09-08,100.5253,101.0008,100.2826,100.4536,754555,100.4536,101.458136,100.1522392,1,1,0
2015-09-09,100.4739,101.3642,100.2028,100.4516,941495,100.4516,101.456116,100.1502452,1,1,0
2015-09-10,100.5539,102.0248,100.4344,100.4927,1150172,100.4927,101.497627,100.1912219,1,1,0
2015-09-11,100.3548,101.3796,100.3148,100.4725,1008333,100.4725,101.477225,100.1710825,1,1,0
2015-09-12,100.903,102.3188,100.4258,100.5757,200889,100.5757,101.581457,100.2739729,1,1,0
2015-09-13,100.4474,100.9179,100.3265,100.6033,929034,100.6033,101.609333,100.30149010000001,1,1,0
2015-09-14,100.5598,101.7495,100.5041,100.6595,638612,100.6595,101.666095,100.35752149999999,1,1,0
2015-09-15,100.5913,101.868,100.3748,100.6219,745211,100.6219,101.628119,100.3200343,1,1,0
2015-09-16,100.7556,101.2336,100.4797,100.6447,1017018,100.6447,101.651147,100.3427659,1,1,0
2015-09-17,100.8319,101.0824,100.4345,100.5037,993976,100.5037,101.508737,100.2021889,1,1,0
2015-09-18,100.4488,101.498,100.2158,100.435,754182,100.435,101.43935,100.133695,1,1,0
2015-09-19,100.4632,100.9418,100.2378,100.3465,420794,100.3465,101.34996500000001,100.0454605,1,1,0
