date,open,high,low,close,volume
2020-02-10,103.5054,104.1817,103.3939,103.7241,325282
2020-02-11,103.7215,104.1798,103.5255,103.8663,477158
2020-02-12,103.9003,104.6349,103.8538,104.1414,613961
2020-02-13,104.3537,104.7174,103.9659,104.0448,209358
2020-02-14,103.9988,105.0283,103.7763,104.0456,833533
2020-02-15,104.0744,104.4665,103.8547,104.0189,743117
2020-02-16,104.1558,104.6925,103.5209,103.8523,849246
2020-02-17,103.6581,104.6346,103.4378,103.9759,522532
2020-02-18,103.8128,104.5807,103.5301,104.1622,563824
2020-02-19,104.0507,104.7716,103.9044,104.1509,645857
2020-02-20,104.1402,104.809,103.8982,104.0549,571595
2020-02-21,104.2834,104.5368,103.9673,104.2873,181087
2020-02-22,104.324,105.4906,104.0873,104.4897,479125
2020-02-23,104.6033,105.3169,104.2658,104.6572,727826
2020-02-24,104.6362,105.2442,104.5203,104.9118,709307
2020-02-25,104.6792,105.8405,104.6094,104.8071,397978
2020-02-26,104.5889,105.3598,104.3309,105.0085,528429
2020-02-27,105.1047,106.0311,105.0311,105.2084,811922
2020-02-28,105.2259,105.8425,104.9776,105.0347,244288
2020-02-29,104.9119,105.6215,104.7494,105.1944,298172
2020-03-01,105.3001,105.8305,104.9972,105.26,231400
2020-03-02,105.1143,106.1058,104.9615,105.4887,104878
2020-03-03,105.5964,106.1209,105.2388,105.5247,243384
2020-03-04,105.6626,106.0827,105.4418,105.6274,355415
2020-03-05,105.5546,106.351,105.4267,105.7873,753066
2020-03-06,105.6818,106.3343,105.4694,105.754,679086
2020-03-07,105.8344,106.7496,105.5979,105.9548,768080
2020-03-08,105.8503,106.4237,105.7678,106.044,675868
2020-03-09,106.1263,106.4795,105.8935,106.2284,496893
2020-03-10,106.1141,107.1727,106.0251,106.2515,778245
2020-03-11,106.3287,106.803,105.9674,106.5309,802625
2020-03-12,106.5399,107.4867,106.3267,106.7341,268439
2020-03-13,106.6925,107.495,106.5904,106.8123,891159
2020-03-14,106.7262,108.0692,106.6797,107.0204,575119
2020-03-15,107.0433,107.7074,106.9377,107.3296,875607
2020-03-16,107.1468,108.7058,107.0055,107.7253,158291
2020-03-17,107.6986,108.0262,107.3491,107.5788,708320
2020-03-18,107.5404,108.1925,107.2798,107.8289,279634
2020-03-19,107.8947,108.7929,107.6167,108.0119,686274
2020-03-20,107.89,108.4642,107.7054,108.1047,136585
2020-03-21,108.2714,108.996,107.6587,107.9087,192791
2020-03-22,107.8784,109.0023,107.655,108.2016,603079
2020-03-23,108.0908,108.4154,107.8154,107.9502,635629
2020-03-24,108.0849,108.9937,107.9767,108.0942,816333
2020-03-25,108.256,108.981,108.0852,108.3973,193512
2020-03-26,108.3789,109.4342,107.8012,108.0721,580888
2020-03-27,107.9855,108.2543,107.9066,108.0284,134899
2020-03-28,108.0299,108.3139,107.5155,107.7671,582198
2020-03-29,107.7001,108.592,107.6607,107.8413,224673
2020-03-30,107.811,108.6285,107.7153,108.1895,822983
2020-03-31,108.3412,109.2163,108.0765,108.649,819428
2020-04-01,108.6873,109.6949,107.9718,108.2843,363732
2020-04-02,108.2985,108.813,107.8834,108.1814,520289
2020-04-03,108.2151,108.6164,107.946,108.3553,545426
2020-04-04,108.3496,109.0611,108.229,108.7192,707657
2020-04-05,108.8016,109.5339,108.425,108.8326,747641
2020-04-06,108.9187,109.8116,108.4503,108.6919,556295
2020-04-07,108.6558,109.6552,108.3067,108.7783,255403
2020-04-08,108.7885,109.4244,108.4299,108.7964,374322
2020-04-09,109.0327,109.4598,108.6581,108.7738,662553
2020-04-10,108.8151,109.1446,108.2661,108.6358,618873
2020-04-11,108.6176,109.1534,108.5568,108.7417,161663
2020-04-12,108.9423,109.3348,108.5758,108.8304,547534
2020-04-13,108.8313,109.8396,108.7092,108.8319,395717
2020-04-14,108.7244,109.3779,108.6591,108.8054,444332
2020-04-15,108.8715,109.1908,108.3172,108.5476,247937
2020-04-16,108.4597,109.2344,108.3533,108.4637,435637
2020-04-17,108.4152,109.3624,108.1098,108.7471,445962
2020-04-18,108.7791,109.0219,108.5342,108.7274,350129
2020-04-19,108.715,109.7846,108.31,108.4361,263477
2020-04-20,108.3616,109.7879,108.325,108.7472,272622
2020-04-21,108.6933,109.3308,108.42,108.8843,149073
2020-04-22,108.8261,110.3127,108.5718,109.3651,446434
2020-04-23,109.4799,110.0975,109.086,109.4007,455612
2020-04-24,109.3297,110.1376,109.1548,109.3216,185686
2020-04-25,109.2653,110.0549,108.675,109.027,412306
2020-04-26,109.227,110.1963,109.1859,109.3374,245791
2020-04-27,109.2829,110.5284,108.9288,109.9212,687194
2020-04-28,110.0685,110.4177,109.4612,109.7627,518390
2020-04-29,109.8927,110.8195,109.5738,109.6426,111243
2020-04-30,109.6275,110.4017,109.2483,109.7953,663265
2020-05-01,109.655,110.2621,109.5705,109.6349,608522
2020-05-02,109.6796,110.5651,109.3012,109.5975,684902
2020-05-03,109.6638,110.4844,109.4242,109.5427,135487
2020-05-04,109.6381,110.7248,109.3314,109.6067,828507
2020-05-05,109.6138,110.4293,109.2873,109.8686,488548
2020-05-06,109.9877,110.7663,109.821,109.8954,606062
2020-05-07,110.0329,110.4134,109.8857,110.1194,116187
2020-05-08,110.0149,110.3681,109.6667,110.0489,458581
2020-05-09,110.1905,110.6354,109.9417,110.1431,828740
2020-05-10,110.1604,110.6274,109.6074,109.6941,193263
2020-05-11,109.6382,110.2489,109.3347,109.3979,490123
2020-05-12,109.3665,110.0137,109.2907,109.5939,696371
2020-05-13,109.7791,110.8208,109.4166,109.4865,481743
2020-05-14,109.5835,110.23,109.4254,109.6354,469069
2020-05-15,109.4589,110.3316,109.154,109.7762,156793
2020-05-16,109.7845,111.1031,109.5924,110.0885,497806
2020-05-17,110.0746,111.2119,110.007,110.2893,729372
2020-05-18,110.2718,111.4378,110.1143,110.5357,136983
2020-05-19,110.4846,111.5624,110.2804,110.5331,313025
2020-05-20,110.3882,111.2594,109.768,109.9587,707281
2020-05-21,110.044,110.5331,109.5615,109.8198,476208
2020-05-22,109.7269,110.798,109.455,109.7346,700253
2020-05-23,109.698,109.9412,109.2137,109.5085,677593
2020-05-24,109.4492,110.4536,109.1901,109.4105,730477
2020-05-25,109.3389,109.9981,109.2956,109.4122,733141
2020-05-26,109.4854,110.0039,109.1829,109.4891,595920
2020-05-27,109.5269,110.1618,109.1297,109.4368,408893
2020-05-28,109.3704,109.939,108.7504,109.0376,159231
2020-05-29,108.9449,110.0124,108.7597,109.0437,148569
2020-05-30,108.9976,110.0365,108.6556,109.1146,338828
2020-05-31,109.2096,110.2452,109.1432,109.3731,888758
2020-06-01,109.3855,109.9443,109.0936,109.5214,183749
2020-06-02,109.5444,110.149,109.1608,109.4023,304122
2020-06-03,109.37,109.6544,108.9883,109.2659,848420
2020-06-04,109.2405,110.5983,109.1842,109.7271,133635
2020-06-05,109.7485,110.172,109.3755,109.9151,241250
2020-06-06,109.7327,110.9099,109.6892,110.3397,595933
2020-06-07,110.4998,111.1873,110.4041,110.8317,572739
2020-06-08,110.7531,111.7296,110.4563,110.6725,798775
2020-06-09,110.6159,111.7287,110.3799,110.6939,538012
2020-06-10,110.8273,111.3056,110.6336,110.7299,170292
2020-06-11,110.752,111.7808,110.6169,110.786,655710
2020-06-12,110.7902,111.2182,110.4325,110.8387,136627
2020-06-13,110.7805,111.6757,110.6334,110.8236,232719
2020-06-14,110.6679,111.2467,110.477,110.8029,641692
2020-06-15,110.8214,111.438,110.3753,110.4478,518498
2020-06-16,110.5667,111.3282,110.1257,110.3597,558073
2020-06-17,110.2704,110.8007,109.8759,110.156,429719
2020-06-18,110.2912,110.6863,109.8318,110.126,307187
2020-06-19,110.0143,110.7517,109.8634,109.9782,601883
2020-06-20,109.9056,110.9647,109.7427,110.0457,312004
2020-06-21,110.0958,111.2507,109.8322,110.1529,849107
2020-06-22,110.1529,110.6634,109.7769,110.159,713855
2020-06-23,110.2275,110.6752,109.8622,110.1666,464127
2020-06-24,110.0931,110.4176,109.9828,110.13,116793
2020-06-25,110.0277,110.428,109.9301,109.9862,635791
2020-06-26,109.8013,110.1412,109.6531,109.8986,292486
2020-06-27,109.7795,110.2184,109.5268,109.7456,468159
2020-06-28,109.6393,110.6244,109.511,109.7674,390030
2020-06-29,109.6264,110.0354,109.3164,109.7153,853872
2020-06-30,109.7457,110.5624,109.6227,109.7752,719407
2020-07-01,109.7096,110.1879,109.3816,109.4578,865985
2020-07-02,109.2619,109.9978,109.0185,109.578,351364
2020-07-03,109.8229,110.4674,109.0739,109.3728,164031
2020-07-04,109.2906,109.8906,109.0692,109.1735,143470
2020-07-05,109.0501,109.6882,108.901,109.0801,766353
2020-07-06,109.2018,109.523,108.7917,108.915,694689
2020-07-07,109.0292,109.7397,108.8749,108.9176,835393
2020-07-08,108.8047,109.8076,108.4803,108.7506,650546
2020-07-09,108.6063,108.8316,108.4366,108.4868,394736
2020-07-10,108.3892,108.6762,108.0229,108.2674,201899
2020-07-11,108.3775,109.1944,108.1275,108.469,410807
2020-07-12,108.4386,108.9318,108.2069,108.4234,682411
2020-07-13,108.3445,108.7795,108.0942,108.1413,649771
2020-07-14,108.1385,109.2095,108.0435,108.0889,598597
2020-07-15,108.206,108.6892,107.5222,107.7321,833548
2020-07-16,107.5974,109.0371,107.3962,108.0253,394306
2020-07-17,107.9879,108.7368,107.6372,107.6748,398740
2020-07-18,107.5408,107.9553,107.5048,107.7138,562585
2020-07-19,107.9243,108.3698,107.4663,107.7653,468821
2020-07-20,107.9417,108.223,107.2864,107.4302,502207
2020-07-21,107.5221,108.1999,107.1558,107.4345,587544
2020-07-22,107.4216,108.5705,107.3211,107.5736,734815
2020-07-23,107.6374,107.898,107.4866,107.6104,243245
2020-07-24,107.4068,107.8465,107.0659,107.6071,861200
2020-07-25,107.6339,107.9779,107.5335,107.7372,392958
2020-07-26,107.6076,108.1652,107.4347,107.7145,372739
2020-07-27,107.5861,108.0846,107.3821,107.7259,441420
2020-07-28,107.6575,108.7068,107.3699,107.6474,172234
2020-07-29,107.6135,108.5994,107.4708,107.716,236715
2020-07-30,107.7717,108.7971,107.2241,107.4797,391672
2020-07-31,107.5474,108.2933,107.4387,107.5791,322281
2020-08-01,107.6045,108.5265,107.161,107.4275,579544
2020-08-02,107.3362,108.1595,107.1234,107.1628,593528
2020-08-03,107.228,107.6931,107.0835,107.1797,305129
2020-08-04,107.168,108.2287,107.115,107.4527,800720
2020-08-05,107.5669,108.0491,107.4995,107.585,223798
2020-08-06,107.4962,108.1104,107.1419,107.4314,359961
2020-08-07,107.1642,108.4353,106.9729,107.5126,269595
2020-08-08,107.4665,107.8712,107.0696,107.371,678876
2020-08-09,107.5789,107.9446,106.9264,107.2933,778870
2020-08-10,107.3386,108.2845,107.1609,107.257,846791
2020-08-11,107.2382,107.8501,106.4613,106.756,671165
2020-08-12,106.8409,107.2031,106.3754,106.7394,221437
2020-08-13,106.7878,107.2729,106.3509,106.4882,200468
2020-08-14,106.5324,106.9846,106.2432,106.3013,181905
2020-08-15,106.2522,107.2265,105.7777,105.966,339594
2020-08-16,105.9733,106.5861,105.4087,105.6238,345884
2020-08-17,105.6429,106.6319,105.128,105.3916,316702
2020-08-18,105.3307,105.9376,104.8506,105.074,709877
2020-08-19,104.9682,106.3389,104.8354,105.3366,189952
2020-08-20,105.3497,106.3329,105.1928,105.2791,262523
2020-08-21,105.3709,106.123,105.2246,105.4334,771206
2020-08-22,105.4948,106.3694,105.1409,105.3306,702690
2020-08-23,105.3774,105.8302,104.8216,104.9154,331295
2020-08-24,104.963,105.2699,104.7595,104.8913,525661
2020-08-25,105.1352,105.8537,104.5946,104.9229,551906
2020-08-26,104.9475,105.2037,104.6161,104.7895,748894
2020-08-27,104.8878,105.4899,104.7207,104.7941,405884
2020-08-28,104.9787,105.7347,104.7237,105.0039,429904
2020-08-29,105.0089,105.8638,104.8522,105.003,156093
2020-08-30,105.028,105.9914,104.7075,104.9119,159187
2020-08-31,105.0105,105.3919,104.8418,105.0053,129123
2020-09-01,105.1648,106.1032,105.0301,105.1003,577794
2020-09-02,105.1299,105.8024,104.8504,105.1745,655718
2020-09-03,105.2089,106.1823,104.9858,105.4461,455913
2020-09-04,105.4547,106.4301,105.0893,105.8273,602382
2020-09-05,105.7125,106.8226,105.6792,105.8926,873282
2020-09-06,105.9991,106.5902,105.7715,106.1233,493820
2020-09-07,106.0992,106.6101,105.9228,106.3904,517524
2020-09-08,106.2259,107.5449,106.0462,106.6243,241849
2020-09-09,106.6105,107.6883,106.332,106.9086,807522
2020-09-10,106.7425,107.8058,106.6276,106.9787,372390
2020-09-11,106.8819,107.5388,106.7131,107.2178,661259
2020-09-12,107.2199,108.0432,107.142,107.6504,505566
2020-09-13,107.5615,108.6564,107.3342,107.9007,890339
2020-09-14,108.0051,108.8667,107.7531,107.9365,272683
2020-09-15,107.7943,108.9463,107.7472,108.1579,339187
2020-09-16,108.1841,109.213,108.0719,108.4788,561224
2020-09-17,108.5339,109.4516,108.364,108.665,234962
2020-09-18,108.8085,109.1548,108.4921,108.7097,771683
2020-09-19,108.8007,109.6865,108.7357,109.075,826678
2020-09-20,109.0987,109.6045,108.7663,109.0151,242188
2020-09-21,109.0238,110.0844,108.7058,109.2227,653816
2020-09-22,109.2178,110.0226,109.0687,109.3513,844864
2020-09-23,109.4642,110.3137,109.2437,109.2998,367553
2020-09-24,109.2361,110.4461,109.152,109.6175,506208
2020-09-25,109.6699,110.8172,109.3692,109.8025,686899
2020-09-26,109.7942,110.7658,109.535,109.7549,882116
2020-09-27,109.7796,110.2444,109.6989,109.979,219827
2020-09-28,109.9541,110.8525,109.862,110.0446,874213
2020-09-29,110.257,110.807,109.5575,109.8835,852892
2020-09-30,109.8195,110.2178,109.5478,109.9093,151100
2020-10-01,109.9354,110.7232,109.6577,110.0818,792464
2020-10-02,110.1102,111.2766,110.0277,110.3119,645428
2020-10-03,110.3733,111.3946,109.9904,110.4698,722875
2020-10-04,110.5157,110.9242,110.3928,110.6094,294635
2020-10-05,110.6528,111.2159,110.4942,110.8149,658148
2020-10-06,110.914,111.7536,110.7976,110.9151,596725
2020-10-07,110.766,112.315,110.3987,111.231,144744
2020-10-08,111.2331,111.6791,110.975,111.3876,811664
2020-10-09,111.2651,111.8694,111.0347,111.5671,599364
2020-10-10,111.5917,112.6311,111.4103,111.7854,466547
2020-10-11,111.6677,112.5283,111.3779,111.7541,165327
2020-10-12,111.6588,112.7261,111.4579,111.7773,622326
2020-10-13,111.7724,112.5528,111.5738,112.1506,425030
2020-10-14,112.2928,113.0067,112.2046,112.3378,634258
2020-10-15,112.3975,113.3734,112.0676,112.4282,620586
2020-10-16,112.4595,113.1866,112.402,112.6169,250214
2020-10-17,112.7604,113.3464,112.3151,112.6761,558654
2020-10-18,112.5815,113.1106,112.2176,112.8552,440562
2020-10-19,112.6441,113.8317,112.4216,112.8854,771749
2020-10-20,112.8437,113.6946,112.7509,113.0645,332895
2020-10-21,113.0376,113.6055,112.8378,112.9505,334538
2020-10-22,113.0773,114.1171,112.9929,113.2965,486303
2020-10-23,113.516,114.5176,113.0628,113.3511,299458
2020-10-24,113.2168,114.2474,113.0514,113.2362,710046
2020-10-25,113.49,114.0279,112.9463,113.3366,769060
2020-10-26,113.4975,114.2768,113.2558,113.4137,216006
2020-10-27,113.5007,114.1532,113.3469,113.574,499267
2020-10-28,113.613,114.6027,113.2483,113.5282,542494
2020-10-29,113.7775,114.7274,113.3738,113.7276,899729
2020-10-30,113.7372,115.2444,113.5114,114.41,503303
2020-10-31,114.3626,115.3448,114.2634,114.3424,304919
2020-11-01,114.3582,115.2299,114.2614,114.5337,407976
2020-11-02,114.394,115.3742,114.0979,114.6213,138942
2020-11-03,114.6715,115.1687,114.3561,114.7898,773353
2020-11-04,114.7799,115.6595,114.2388,114.6364,743460
2020-11-05,114.6719,115.1656,114.3446,114.5892,380218
2020-11-06,114.6278,115.546,114.3065,114.8004,163850
2020-11-07,114.6925,115.1638,114.4104,114.932,739917
2020-11-08,115.0696,115.9304,114.8327,115.3331,157398
2020-11-09,115.2292,116.1567,114.8966,115.3577,156549
2020-11-10,115.4513,116.3382,115.3414,115.5243,124351
2020-11-11,115.3601,116.8901,115.269,116.1341,451475
2020-11-12,116.1744,116.641,115.999,116.1489,705922
2020-11-13,116.0647,116.9816,115.8869,116.1414,187151
2020-11-14,116.1473,117.1226,115.7596,116.275,475817
2020-11-15,116.2084,117.1895,115.8667,116.4073,777403
2020-11-16,116.1801,116.7629,115.8463,116.1578,701586
2020-11-17,116.0429,116.5647,115.677,116.191,631613
2020-11-18,116.1997,116.9495,115.8204,115.9975,316346
2020-11-19,116.0642,116.3446,115.651,116.0515,269944
2020-11-20,115.8996,117.8142,115.5282,116.7251,397894
2020-11-21,116.5035,117.616,116.3995,117.0517,397903
2020-11-22,116.9615,117.4601,116.1739,116.3494,429497
2020-11-23,116.3289,116.981,116.1635,116.3131,201751
2020-11-24,116.2484,116.5775,115.9826,116.0891,222695
2020-11-25,116.0062,117.3028,115.6234,116.2481,808038
2020-11-26,116.3387,117.483,116.0236,116.2037,857332
2020-11-27,116.3064,117.6998,115.9481,116.6978,814203
2020-11-28,116.7774,117.7076,116.5194,116.9369,277292
2020-11-29,116.8398,118.2821,116.7824,117.166,813924
2020-11-30,117.1757,117.7583,116.9779,117.2141,845150
2020-12-01,117.1953,117.8742,116.8676,117.2037,584476
2020-12-02,117.0547,117.6869,116.9002,117.2914,860921
2020-12-03,117.3862,118.2605,117.241,117.6256,311561
2020-12-04,117.6366,118.8734,117.5661,117.7639,390835
2020-12-05,117.7142,118.5743,117.4591,117.673,464754
2020-12-06,117.8247,118.7542,117.434,118.003,554046
2020-12-07,118.0858,118.8283,118.0104,118.0529,631872
2020-12-08,118.1455,118.982,117.6624,118.0328,636203
2020-12-09,118.1619,118.9747,117.5658,117.8273,440318
2020-12-10,117.905,118.5677,117.5397,117.6805,852933
2020-12-11,117.5482,118.2636,117.1428,117.5159,146346
2020-12-12,117.4764,117.8066,116.429,116.8108,321626
2020-12-13,116.9178,117.7216,116.5187,117.0721,520032
2020-12-14,116.9927,118.0852,116.7843,117.218,828220
2020-12-15,117.2235,117.6674,116.9722,117.1627,170080
2020-12-16,117.2062,117.9274,116.9218,117.4324,431627
2020-12-17,117.5863,118.5785,117.1759,117.5455,288069
2020-12-18,117.6844,118.0477,117.4746,117.6416,870101
2020-12-19,117.7382,118.1578,116.8417,117.0011,753625
2020-12-20,116.983,117.9829,116.7531,116.9411,538912
2020-12-21,117.0389,117.4255,116.9959,117.078,591022
2020-12-22,117.1352,118.0101,116.7851,117.4926,562669
2020-12-23,117.477,119.0634,117.2697,117.9683,737600
2020-12-24,118.1139,118.966,117.9021,118.3384,872930
2020-12-25,118.3925,119.4036,117.7615,118.036,643338
2020-12-26,117.9571,118.9145,117.126,117.4653,713295
2020-12-27,117.6005,117.8667,117.2998,117.6127,626155
2020-12-28,117.5871,118.0617,117.4263,117.6198,880129
2020-12-29,117.684,118.9645,117.5378,117.8689,297792
2020-12-30,117.7085,118.3748,117.5477,117.8363,417444
2020-12-31,117.8355,118.51,117.5995,117.8932,666559
2021-01-01,117.7941,118.9106,117.1641,117.5042,434760
2021-01-02,117.4026,117.9585,117.3643,117.62,201009
2021-01-03,117.419,118.6533,117.1563,117.5049,683481
2021-01-04,117.7327,118.5773,117.2425,117.5954,114554
2021-01-05,117.5806,118.5415,117.3341,117.7142,165747
2021-01-06,117.7406,117.9769,117.505,117.6839,371277
2021-01-07,117.8023,118.6323,117.5519,117.7659,889675
2021-01-08,117.7541,118.7724,117.5248,117.7624,225344
2021-01-09,117.8178,118.5668,117.5461,117.959,830351
2021-01-10,117.8158,118.3945,117.7522,118.0892,655991
2021-01-11,118.1112,118.4721,117.6126,117.9471,583973
2021-01-12,117.9042,118.2132,117.5513,117.7945,328538
2021-01-13,117.8486,118.8755,117.7087,118.2464,244875
2021-01-14,118.2667,119.2763,117.8382,118.22,127682
2021-01-15,118.0735,118.7705,117.8875,118.4779,378798
2021-01-16,118.2814,119.2026,117.9527,118.5805,720443
2021-01-17,118.4731,119.09,118.285,118.4333,847762
2021-01-18,118.5128,119.1273,117.9953,118.2382,847959
2021-01-19,118.2843,119.0193,118.1621,118.2694,179873
2021-01-20,118.3132,119.0796,118.1741,118.3362,668765
2021-01-21,118.122,118.9266,117.9621,118.4961,403683
2021-01-22,118.2102,119.1979,118.0761,118.1659,864169
2021-01-23,118.1003,118.825,117.6887,118.0113,211417
2021-01-24,117.9767,118.5549,117.7712,117.9866,726457
2021-01-25,117.9233,119.5522,117.7569,118.4021,334447
2021-01-26,118.4406,119.3463,117.5315,117.7874,843522
2021-01-27,117.7699,118.2907,117.6479,117.9011,149443
2021-01-28,117.7759,118.9246,117.5607,117.7611,638399
2021-01-29,117.6684,118.6539,117.4193,117.8728,530560
2021-01-30,117.8885,118.4452,117.4778,117.7452,727813
2021-01-31,117.7534,118.2992,117.5589,117.8397,318067
2021-02-01,117.8323,118.546,117.5167,118.2453,736297
2021-02-02,118.487,118.9552,117.9737,118.3374,487064
2021-02-03,118.3099,118.9611,117.9097,118.4503,193352
2021-02-04,118.4635,119.1988,118.2156,118.635,105619
2021-02-05,118.529,119.7949,118.1273,118.6201,355947
2021-02-06,118.5821,119.6362,118.1904,118.8353,317845
2021-02-07,118.8917,119.3377,118.6067,118.917,593387
2021-02-08,118.978,119.5687,118.8043,118.8911,834667
2021-02-09,118.8745,119.6528,118.595,119.0032,357168
2021-02-10,119.0457,119.399,118.8076,119.0816,689478
2021-02-11,119.0877,120.0211,118.7842,119.3353,798284
2021-02-12,119.1333,120.1715,118.9943,119.4469,364861
2021-02-13,119.0949,120.5798,118.6807,119.4715,143421
2021-02-14,119.72,120.3744,119.2059,119.374,758505
2021-02-15,119.4633,120.569,119.0453,119.6704,202400
2021-02-16,119.6643,120.9106,119.5225,120.018,862399
2021-02-17,119.8302,120.6562,119.6111,120.2474,362218
2021-02-18,120.1094,121.1346,119.8114,120.3479,438178
2021-02-19,120.4947,121.1685,120.2564,120.3925,374258
2021-02-20,120.0904,120.8602,119.8982,120.4625,879144
2021-02-21,120.4273,121.0188,120.1362,120.7542,766131
2021-02-22,120.8486,122.1001,120.5213,120.8952,747808
2021-02-23,120.9108,121.2402,120.3567,120.7472,111979
2021-02-24,120.8292,121.9599,120.5796,120.8609,310739
2021-02-25,120.8466,121.4427,120.3169,120.725,761743
2021-02-26,120.9851,121.3061,120.7304,120.8758,526708
2021-02-27,120.7639,121.952,120.4923,120.7784,877985
2021-02-28,120.6303,121.5489,120.3017,120.6702,360747
2021-03-01,120.7,121.4449,120.6317,120.8123,139660
2021-03-02,120.9677,122.0206,120.5781,120.9189,372150
2021-03-03,120.9129,121.8393,120.3858,120.7385,861503
2021-03-04,120.8524,121.6389,120.5986,120.9947,662136
2021-03-05,120.9369,122.4491,120.5432,121.5083,628240
2021-03-06,121.3787,122.3379,121.0518,121.3598,406102
2021-03-07,121.5127,122.2239,121.3336,121.8124,205543
2021-03-08,121.9844,122.9275,121.4576,121.8086,371670
2021-03-09,121.9767,123.115,121.6012,121.8401,765039
2021-03-10,121.7921,122.8439,121.4893,121.9293,485929
2021-03-11,121.8025,122.825,121.3652,121.7869,195349
2021-03-12,121.6587,123.3576,121.3511,122.146,688751
2021-03-13,122.1213,123.3826,121.7808,122.3584,407262
2021-03-14,122.4225,123.1275,121.9866,122.3428,381591
2021-03-15,122.3989,123.2097,122.2837,122.4143,290878
2021-03-16,122.2563,123.2528,122.2049,122.2583,493981
2021-03-17,122.2798,123.1802,122.2134,122.3168,407482
2021-03-18,122.3187,122.9257,122.1001,122.6109,234745
2021-03-19,122.6208,122.9251,122.003,122.418,216566
2021-03-20,122.4154,122.9724,122.2039,122.4603,388936
2021-03-21,122.4381,123.6576,122.0394,122.6097,403122
2021-03-22,122.6752,123.3889,122.5233,122.9251,363321
2021-03-23,122.9392,123.8581,122.8464,123.2969,555066
2021-03-24,123.3219,124.3944,123.1245,123.3356,472091
2021-03-25,123.2589,123.6958,122.8889,123.322,471382
2021-03-26,123.3659,124.0522,122.947,123.5286,338920
2021-03-27,123.5151,124.0855,123.2653,123.5848,517256
2021-03-28,123.3496,123.9451,123.1625,123.6509,598043
2021-03-29,123.7048,124.9594,123.3559,123.9749,814619
2021-03-30,123.9455,124.9811,123.7396,124.4131,323341
2021-03-31,124.5169,125.2426,124.3592,124.5872,781288
2021-04-01,124.569,125.2574,124.2302,124.6758,549674
2021-04-02,124.6651,125.2229,124.5946,124.9074,190270
2021-04-03,124.9312,126.0254,124.3313,124.6786,139098
2021-04-04,124.6773,125.1838,124.2592,124.7999,687953
2021-04-05,124.7497,125.2841,124.6477,124.7261,796464
2021-04-06,124.5248,126.271,124.1759,125.2979,736913
2021-04-07,125.5057,126.1596,125.4586,125.5586,132295
2021-04-08,125.3802,126.4719,125.2924,125.7107,827409
2021-04-09,125.6721,126.3837,125.5167,125.7998,277390
2021-04-10,125.8738,126.6896,125.0122,125.451,414261
2021-04-11,125.4939,126.2812,125.435,125.7106,519445
2021-04-12,125.7748,126.8565,125.5534,126.1436,838520
2021-04-13,126.2309,126.4923,125.9154,126.1318,741460
2021-04-14,126.2752,126.6554,126.1658,126.3872,545436
2021-04-15,126.4211,127.4175,125.9875,126.6506,266639
