date,open,high,low,close,volume
2015-03-06,99.9011,100.321,99.6151,99.7808,958350
2015-03-07,99.5463,100.3069,99.4739,99.8268,1209806
2015-03-08,99.8906,100.9579,99.8678,99.912,561848
2015-03-09,99.8159,100.1512,99.622,100.0136,1427606
2015-03-10,99.8599,100.5985,99.8161,99.8936,1190533
2015-03-11,99.9828,100.2991,99.828,99.9691,392107
2015-03-12,99.8236,100.1219,99.7596,99.984,1456935
2015-03-13,99.7992,101.543,99.6184,100.1394,1380724
2015-03-14,100.0574,100.4504,99.9059,100.1441,430026
2015-03-15,100.2574,100.6554,99.9662,100.1506,1276341
2015-03-16,100.0458,100.4224,99.9346,100.148,350560
2015-03-17,100.1887,100.565,99.9629,100.1053,1387387
2015-03-18,100.3704,101.1243,100.0239,100.0928,1202980
2015-03-19,100.4993,100.6906,100.0701,100.1052,931268
2015-03-20,100.0232,101.0611,100.0026,100.1225,1267846
2015-03-21,100.2322,101.6017,100.1038,100.2403,927658
2015-03-22,100.1856,100.5337,100.0664,100.1228,205576
2015-03-23,100.1764,100.5562,99.8624,100.1012,380617
2015-03-24,100.2069,100.648,100.0335,100.1586,635329
2015-03-25,100.2848,100.8196,100.0264,100.2043,1298746
2015-03-26,100.2397,100.5202,100.0739,100.1671,563171
2015-03-27,100.2609,101.4857,99.845,100.0624,1139842
2015-03-28,100.1782,101.3746,100.0055,100.0677,1019223
2015-03-29,100.0309,101.0778,99.7888,100.1015,337469
2015-03-30,99.6955,101.2309,99.4934,100.1583,1285114
2015-03-31,99.8057,101.4226,99.7426,100.059,1171183
2015-04-01,100.0287,100.4232,99.7839,100.1326,1094406
2015-04-02,100.0907,101.0471,100.0686,100.2116,1043041
2015-04-03,100.3746,100.8939,100.1329,100.3111,382581
2015-04-04,100.3166,100.9788,100.1938,100.4275,909564
2015-04-05,100.4066,101.8097,100.1706,100.5027,1199577
2015-04-06,100.7834,101.53,100.2287,100.4134,1049104
2015-04-07,100.3711,101.5541,100.304,100.4984,1208122
2015-04-08,100.2806,101.9821,100.0422,100.5287,576717
2015-04-09,100.8355,101.6398,100.1721,100.3601,450872
2015-04-10,100.4551,101.1627,100.2598,100.3806,527433
2015-04-11,100.3581,100.9083,100.089,100.2998,769872
2015-04-12,99.8726,101.0657,99.7046,100.2164,222475
2015-04-13,100.1517,100.9255,99.9875,100.2144,1160702
2015-04-14,100.1122,101.6622,100.0137,100.164,1278558
2015-04-15,99.8812,101.2507,99.8295,100.2092,1279746
2015-04-16,100.0991,101.2978,99.968,100.2624,1143957
2015-04-17,100.097,100.7424,99.9846,100.3348,997614
2015-04-18,100.2147,101.2497,100.0647,100.3308,825080
2015-04-19,100.247,101.3153,100.0971,100.32,1384434
2015-04-20,100.0104,100.4508,99.8652,100.3208,583422
2015-04-21,100.1339,100.7954,99.9774,100.2506,827118
2015-04-22,100.0721,100.991,99.8862,100.2703,663472
2015-04-23,100.1486,100.8869,99.9469,100.3002,413176
2015-04-24,100.1578,100.6244,100.1098,100.3401,1004774
2015-04-25,100.3309,100.6159,100.1966,100.4082,405529
2015-04-26,100.3699,101.1083,100.2805,100.3904,1226255
2015-04-27,100.224,101.5421,100.0032,100.4159,1366441
2015-04-28,100.336,100.902,100.0924,100.5199,662685
2015-04-29,100.4418,101.0091,100.2228,100.2894,1216726
2015-04-30,100.2008,101.3037,99.8161,100.0614,246636
2015-05-01,99.9868,101.1556,97.6293,99.947,569303
2015-05-02,99.9827,101.0438,99.743,100.0827,431199
2015-05-03,100.2042,101.3921,99.9324,99.9731,1461776
2015-05-04,99.9371,101.5606,99.8818,100.1047,795581
2015-05-05,99.9535,101.1328,99.742,100.0946,260782
2015-05-06,100.0261,100.2711,99.8303,100.1015,1222173
2015-05-07,100.2272,101.6772,100.0158,100.4353,1390873
2015-05-08,100.3693,100.8382,100.3313,100.3945,1430226
2015-05-09,100.2044,100.7984,100.1414,100.3035,1451418
2015-05-10,100.3393,101.0292,100.1825,100.3927,674126
2015-05-11,100.2524,100.9456,100.225,100.3505,199016
2015-05-12,100.199,100.3289,100.1221,100.1462,1108693
2015-05-13,100.1533,100.404,100.0387,100.2666,212991
2015-05-14,100.2638,101.6165,100.0111,100.0519,1508030
2015-05-15,99.9504,101.4195,99.8348,100.2141,1533105
2015-05-16,100.3775,101.3857,100.0541,100.1062,1316477
2015-05-17,100.1951,101.1621,99.8889,100.0057,654258
2015-05-18,100.2465,101.2256,99.7685,99.9912,418238
2015-05-19,100.0238,101.1142,99.6428,99.8416,434982
2015-05-20,99.7664,101.1008,99.681,99.9551,576915
2015-05-21,100.1445,101.4591,99.6668,99.9162,1448386
2015-05-22,100.3208,100.8988,99.7958,99.9525,1332009
2015-05-23,100.0132,100.4321,99.8283,99.9512,1349079
2015-05-24,99.9016,100.4623,99.6713,99.7735,238425
2015-05-25,99.8265,101.0973,99.6943,99.851,584812
2015-05-26,99.7949,100.8861,99.7085,99.9184,466325
2015-05-27,99.8849,101.356,99.6695,100.0539,713956
2015-05-28,99.9461,101.1558,99.7295,99.776,409626
2015-05-29,100.129,100.4476,99.6237,99.7458,461837
2015-05-30,99.7281,100.6651,99.5365,99.8131,274563
2015-05-31,99.7583,100.7672,99.5173,99.6949,1078073
2015-06-01,99.5275,100.5823,99.3682,99.741,1351723
2015-06-02,99.7767,100.2242,99.637,99.7344,1110282
2015-06-03,99.8028,100.2049,99.7518,99.8021,1299592
2015-06-04,99.5489,100.8617,99.4616,99.6343,419278
2015-06-05,99.6912,100.6105,99.5066,99.5904,1170551
2015-06-06,99.689,100.5656,99.3553,99.453,801521
2015-06-07,99.4476,100.1548,99.3571,99.5908,463519
2015-06-08,99.7695,100.7709,99.3989,99.5631,1277757
2015-06-09,99.8144,100.7883,99.281,99.4816,753174
2015-06-10,99.5035,101.2256,99.3947,99.7361,705906
2015-06-11,99.6036,100.945,99.512,99.8176,896386
2015-06-12,99.8665,100.0357,99.5961,99.6222,1155245
2015-06-13,99.5535,100.3736,99.5119,99.6989,353513
2015-06-14,99.4112,100.0801,99.2666,99.8758,197945
2015-06-15,99.7358,100.814,99.6851,100.0211,1016852
2015-06-16,99.9551,101.1973,99.8014,100.0435,1327672
2015-06-17,99.913,100.3628,99.6364,99.8533,276813
2015-06-18,99.8211,101.283,99.5706,99.7793,203862
2015-06-19,99.836,100.3339,99.8088,99.8573,1348596
2015-06-20,99.9131,101.3108,99.7124,99.8792,963391
2015-06-21,99.7677,101.0166,99.5691,99.8874,1240989
2015-06-22,100.1379,100.6123,99.8074,99.8659,519457
2015-06-23,99.6681,100.8657,99.445,99.9591,296094
2015-06-24,100.0011,100.6235,99.4669,99.6649,902596
2015-06-25,99.6583,100.405,99.4209,99.8264,1357601
2015-06-26,100.0692,100.876,99.637,99.8118,875962
2015-06-27,99.9853,100.9059,99.7618,99.8605,950532
2015-06-28,99.8408,101.4869,99.7367,100.0082,1147232
2015-06-29,100.1472,101.0958,99.6073,99.8386,794896
2015-06-30,99.5843,100.6802,99.4871,99.8644,1359933
2015-07-01,99.9102,100.7119,99.7322,99.8945,608329
2015-07-02,99.8357,100.3695,99.8054,99.8264,527276
2015-07-03,99.5767,100.4366,99.4601,99.9024,978707
2015-07-04,100.0793,100.7001,99.9113,99.9976,429488
2015-07-05,99.8472,100.8022,99.639,99.9948,246029
2015-07-06,99.9468,101.4458,99.7032,100.1025,1136620
2015-07-07,100.0556,100.6542,99.8656,99.9584,570875
2015-07-08,99.8603,100.9573,99.6523,100.103,1017237
2015-07-09,99.9584,100.6316,99.8927,100.2145,1510143
2015-07-10,100.2361,101.3845,100.0313,100.241,318771
2015-07-11,100.1876,100.6848,99.9464,100.2358,905434
2015-07-12,100.4133,101.2812,99.9817,100.2245,1111248
2015-07-13,99.9069,100.5474,99.8773,100.4297,1350413
2015-07-14,100.288,101.8885,100.1167,100.4212,1436225
2015-07-15,100.3487,101.0166,100.3102,100.5271,445056
2015-07-16,100.5022,101.6073,100.4196,100.6463,802988
2015-07-17,100.464,101.8265,100.4158,100.7653,1123926
2015-07-18,100.4867,101.3458,100.2725,100.8557,1185080
2015-07-19,101.0998,102.443,100.652,100.7157,1137021
2015-07-20,100.7314,101.7224,100.6093,100.79,350602
2015-07-21,100.5916,101.988,100.5421,100.7994,259342
2015-07-22,100.7672,102.2498,100.7053,100.9393,1050751
2015-07-23,100.7285,102.3654,100.7048,100.9169,1363697
2015-07-24,100.9062,101.7989,100.7121,100.9757,1027186
2015-07-25,101.088,101.8963,100.9753,101.0254,571127
2015-07-26,101.1179,101.5697,101.0336,101.076,384360
2015-07-27,100.8575,101.9784,100.6061,101.0939,855427
2015-07-28,100.9105,101.1671,100.7391,101.0381,1052297
2015-07-29,101.3262,102.7258,100.8204,100.9295,446954
2015-07-30,101.1858,101.6558,100.6524,100.8293,763647
2015-07-31,100.9499,102.3077,100.6313,100.8363,1060501
2015-08-01,100.9003,101.9225,100.323,100.4577,610344
2015-08-02,100.6814,102.0021,100.4061,100.5958,1542691
2015-08-03,100.6792,101.807,100.5715,101.1915,376365
2015-08-04,101.2051,101.6863,101.1038,101.1719,333567
2015-08-05,101.3225,102.6317,100.891,100.947,640295
2015-08-06,100.8573,101.0998,100.2479,100.3341,506346
2015-08-07,100.4684,101.3376,100.2484,100.5004,1448031
2015-08-08,100.5541,100.7658,100.3075,100.4297,739847
2015-08-09,100.2761,101.0884,100.1854,100.4907,463390
2015-08-10,100.6996,101.6992,100.2352,100.3844,791976
2015-08-11,100.0439,101.7282,99.9161,100.3413,916380
2015-08-12,100.0724,101.1078,100.0332,100.1384,1265727
2015-08-13,99.9325,100.9062,99.7839,100.102,708619
2015-08-14,100.3,100.4493,99.8703,99.9385,231962
2015-08-15,99.8854,100.3843,99.7728,99.911,247129
2015-08-16,100.1095,100.4537,99.7487,99.8737,1021170
2015-08-17,99.7941,100.238,99.6705,99.71,639814
2015-08-18,99.9,101.2329,99.713,99.8415,1295731
2015-08-19,99.6187,100.4773,99.4843,99.9638,999587
2015-08-20,99.7888,100.5504,99.5586,99.8564,707695
2015-08-21,99.8562,101.165,99.5269,99.734,392700
2015-08-22,99.8808,101.2186,99.8041,99.8958,564498
2015-08-23,99.6048,100.6334,99.3723,99.7436,264953
2015-08-24,99.8375,100.2358,99.7132,99.9235,531875
2015-08-25,99.9866,101.0106,99.5828,99.615,628128
2015-08-26,99.6744,100.2172,99.2438,99.4637,233500
2015-08-27,99.4784,100.9404,99.3807,99.7048,1239409
2015-08-28,99.8302,101.1044,99.7357,99.7583,1261841
2015-08-29,99.9522,100.3244,99.8243,99.8812,708717
2015-08-30,99.911,100.8416,99.6489,99.7938,840956
2015-08-31,100.0241,100.2923,99.6638,99.9044,292872
2015-09-01,99.7406,100.7876,99.68,99.8177,757895
2015-09-02,99.7673,100.6183,99.7029,99.7864,1015600
2015-09-03,99.8766,101.1691,99.6606,100.1324,890049
2015-09-04,100.2932,101.7963,100.2252,100.3407,1235364
2015-09-05,100.4133,101.6859,100.213,100.2695,1270941
2015-09-06,100.3169,101.3434,100.1558,100.3433,1354797
2015-09-07,100.5224,101.8462,100.3225,100.5295,234005
2015-09-08,100.5253,101.0008,100.2826,100.4536,754555
2015-09-09,100.4739,101.3642,100.2028,100.4516,941495
2015-09-10,100.5539,102.0248,100.4344,100.4927,1150172
2015-09-11,100.3548,101.3796,100.3148,100.4725,1008333
2015-09-12,100.903,102.3188,100.4258,100.5757,200889
2015-09-13,100.4474,100.9179,100.3265,100.6033,929034
2015-09-14,100.5598,101.7495,100.5041,100.6595,638612
2015-09-15,100.5913,101.868,100.3748,100.6219,745211
2015-09-16,100.7556,101.2336,100.4797,100.6447,1017018
2015-09-17,100.8319,101.0824,100.4345,100.5037,993976
2015-09-18,100.4488,101.498,100.2158,100.435,754182
2015-09-19,100.4632,100.9418,100.2378,100.3465,420794
2015-09-20,100.4799,101.1541,100.1729,100.4044,686405
2015-09-21,100.3818,101.858,100.2458,100.3921,1176577
2015-09-22,100.4631,101.85,100.231,100.5644,410359
2015-09-23,100.7439,101.3171,100.4821,100.6189,399667
2015-09-24,100.5684,101.0267,100.3229,100.5969,339382
2015-09-25,100.6516,102.0814,100.3304,100.4043,453335
2015-09-26,100.3114,101.473,100.2632,100.4102,485310
2015-09-27,100.3942,100.4956,100.2696,100.3394,1257986
2015-09-28,100.1725,100.5394,99.9245,100.4101,455333
2015-09-29,100.8703,101.4881,100.1452,100.325,864450
2015-09-30,100.257,101.5723,100.1412,100.2819,743540
2015-10-01,100.4424,101.624,100.3215,100.3491,757243
2015-10-02,100.4162,101.1027,100.1398,100.2245,869281
2015-10-03,100.3955,101.1014,99.9593,100.188,752205
2015-10-04,100.3339,101.1936,100.0719,100.2397,1417870
2015-10-05,100.1473,101.6188,100.0574,100.2508,613192
2015-10-06,100.677,101.4725,100.123,100.2902,1211694
2015-10-07,100.4319,100.7897,100.1653,100.1858,880624
2015-10-08,100.033,100.5174,100.0067,100.3812,963127
2015-10-09,99.9539,101.9093,99.7436,100.6642,632800
2015-10-10,100.5492,101.2993,100.3368,100.779,1018316
2015-10-11,100.9488,102.0023,100.8456,101.1023,718783
2015-10-12,101.3112,103.0336,101.067,101.794,941648
2015-10-13,101.6176,102.1931,101.4565,102.0833,239639
2015-10-14,102.0761,102.3212,101.6372,101.8297,584463
2015-10-15,101.6703,103.4094,101.4914,102.0221,519289
2015-10-16,102.3172,102.9575,102.2953,102.5146,228884
2015-10-17,102.6867,104.2441,102.5099,102.9833,668847
2015-10-18,102.6957,104.6584,99.757,103.2547,1425595
2015-10-19,103.145,104.7013,103.0126,103.399,1353973
2015-10-20,103.4041,104.3109,103.2164,103.4027,565574
2015-10-21,103.407,104.1341,103.1561,103.701,1530350
2015-10-22,104.0432,104.379,103.9896,104.0937,1459634
2015-10-23,104.2956,104.6637,103.8018,103.8701,738321
2015-10-24,103.918,104.8236,103.4777,103.6934,1308409
2015-10-25,103.5731,104.4402,103.4299,103.5405,1035371
2015-10-26,103.7355,104.1916,103.1701,103.3121,1247716
2015-10-27,103.4163,103.635,103.1221,103.3756,207714
2015-10-28,103.3755,103.6934,103.2555,103.3868,783192
2015-10-29,103.604,103.8527,103.1349,103.3466,1253144
2015-10-30,103.3213,104.3101,103.1801,103.3599,273762
2015-10-31,103.0076,103.5094,102.8755,103.0979,419446
2015-11-01,102.6191,104.0238,102.563,103.0595,1031847
2015-11-02,103.1465,103.9994,102.9316,103.152,759628
2015-11-03,103.028,104.6232,102.9525,103.1782,1223385
2015-11-04,103.2623,104.497,102.9426,103.1215,1056405
2015-11-05,103.5111,103.7319,102.9724,103.0258,1243000
2015-11-06,103.0859,103.2817,102.9878,103.1527,697258
2015-11-07,103.3437,104.759,103.1025,103.2308,442312
2015-11-08,103.1493,103.7343,103.046,103.2352,578580
2015-11-09,103.1677,104.0394,103.1108,103.3408,965398
2015-11-10,103.1558,104.1713,103.0347,103.2842,689609
2015-11-11,103.3855,104.7206,103.1854,103.2448,1114881
2015-11-12,103.4936,103.746,103.1624,103.3247,1373114
2015-11-13,103.2715,103.7353,102.9857,103.1624,652483
2015-11-14,103.312,104.6233,103.1082,103.1819,521362
2015-11-15,103.3687,103.714,103.0681,103.2435,1131490
2015-11-16,103.087,103.754,102.8807,103.209,535994
2015-11-17,103.4703,104.8633,102.8102,103.0663,1323085
2015-11-18,102.823,104.1927,102.7337,103.1574,563072
2015-11-19,103.3108,104.0614,102.8803,103.0842,1090780
2015-11-20,102.9461,104.4704,102.7794,103.0112,955239
2015-11-21,102.8132,104.4712,102.6096,102.9766,346912
2015-11-22,102.7363,104.3419,102.604,102.8956,1077004
2015-11-23,103.0104,103.9408,102.9496,103.0777,515147
2015-11-24,103.0241,104.0553,102.9844,103.2337,1177520
2015-11-25,103.2805,103.5604,102.8175,103.0636,791503
2015-11-26,103.3083,103.6089,102.9583,103.1289,366842
2015-11-27,103.2925,104.5912,102.8585,103.0736,912429
2015-11-28,103.3493,103.9128,102.7909,102.9713,991923
2015-11-29,103.1076,103.2931,102.8428,103.0223,1107521
2015-11-30,103.0184,103.4015,102.7731,102.8504,489642
2015-12-01,102.6985,103.3091,102.5953,102.8591,786227
2015-12-02,102.9009,104.2066,102.7513,103.0049,449635
2015-12-03,102.9901,103.9643,102.7824,103.0627,924201
2015-12-04,103.159,103.2669,102.8067,103.0319,1249418
2015-12-05,103.0897,104.5369,102.98,103.061,364081
2015-12-06,103.0858,103.7743,103.0567,103.2461,203334
2015-12-07,103.5053,104.8679,103.1129,103.3518,471754
2015-12-08,103.343,104.2715,103.1526,103.226,1201728
2015-12-09,103.2696,104.3664,103.1404,103.2712,1146917
2015-12-10,103.2358,104.4852,103.1606,103.4188,920130
2015-12-11,103.5982,103.9604,103.3574,103.3988,766888
2015-12-12,103.4429,103.6781,103.4162,103.5141,628154
2015-12-13,103.172,103.7742,103.1135,103.4935,983964
2015-12-14,103.4761,104.7603,103.2296,103.6767,623635
2015-12-15,103.8888,105.4003,103.5713,103.63,1483021
2015-12-16,103.2764,104.6387,103.0912,103.7014,528918
2015-12-17,103.7663,104.5347,103.6522,103.8074,642526
2015-12-18,103.9528,105.0045,103.7611,103.9204,1361405
2015-12-19,104.2441,105.453,103.7265,103.8327,221268
2015-12-20,103.4979,104.4358,103.4378,103.7502,736083
2015-12-21,103.7025,105.2752,103.6374,103.8045,421516
2015-12-22,103.7982,104.4707,103.712,103.8708,1340049
2015-12-23,104.1634,105.0021,103.6053,103.8621,825976
2015-12-24,103.8203,104.7916,103.7374,103.771,1127013
2015-12-25,103.6007,104.2077,103.3575,103.8276,882023
2015-12-26,103.9455,104.568,103.7442,103.9396,896100
2015-12-27,103.8765,105.2651,103.6327,103.7098,537071
2015-12-28,103.6864,104.0087,103.4429,103.8737,671231
2015-12-29,104.1972,105.046,103.7345,103.9281,1187704
2015-12-30,104.0206,104.8343,103.9661,104.1003,217464
2015-12-31,104.4052,105.1892,104.0638,104.1282,352862
2016-01-01,104.0452,105.703,104.0022,104.1414,1217053
2016-01-02,104.3777,105.2482,104.27,104.394,463603
2016-01-03,104.7854,106.2166,104.0815,104.2707,821675
2016-01-04,104.7734,105.8772,104.2878,104.423,900587
2016-01-05,104.3628,104.7832,104.2487,104.3781,966716
2016-01-06,104.4339,105.5775,104.2344,104.5825,1438757
2016-01-07,104.5769,105.6525,104.3125,104.4612,264865
2016-01-08,104.4554,104.9654,104.3161,104.4359,674711
2016-01-09,104.3503,105.3918,104.1223,104.4792,1023123
2016-01-10,104.3239,105.882,104.1189,104.4819,892269
2016-01-11,104.4035,104.7714,104.3507,104.3814,1333312
2016-01-12,104.4308,105.1607,104.2543,104.4049,1153914
2016-01-13,104.4512,104.9919,104.144,104.3844,917518
2016-01-14,104.3174,105.1895,104.1895,104.3004,1346486
2016-01-15,104.2796,104.7072,104.207,104.269,1160777
2016-01-16,104.2733,104.8561,104.242,104.3835,207652
2016-01-17,104.5155,104.6949,104.1568,104.4046,1331013
2016-01-18,104.4956,105.4047,104.2826,104.4298,1323318
2016-01-19,104.3041,105.2362,104.0666,104.5765,1079805
2016-01-20,104.3785,106.1094,104.1354,104.6099,755114
2016-01-21,104.7459,106.0484,104.4008,104.5501,1016416
2016-01-22,104.4374,105.7765,104.2639,104.5127,607833
2016-01-23,104.5737,105.5912,104.3413,104.4924,544562
2016-01-24,104.62,106.0622,104.5967,104.6728,1355555
2016-01-25,104.5762,106.1596,104.4136,104.6194,425078
2016-01-26,104.6582,105.8612,104.4337,104.749,494676
2016-01-27,104.4874,104.8166,104.2372,104.675,1453768
2016-01-28,104.5067,105.9641,104.2792,104.7824,810427
2016-01-29,104.8032,105.749,104.7323,104.9276,1141864
2016-01-30,104.6777,105.5791,104.4485,104.9098,521546
2016-01-31,105.0736,106.54,104.6253,104.7715,1372649
2016-02-01,104.6979,106.097,104.6643,104.7911,816074
2016-02-02,104.7062,105.2331,104.4527,104.9088,561966
2016-02-03,105.0419,106.2289,104.6724,104.8382,1014994
2016-02-04,104.8541,106.2043,104.522,104.7518,492936
2016-02-05,104.5236,105.5662,104.2821,104.8085,797057
2016-02-06,104.6192,106.2911,104.5866,104.7881,555957
2016-02-07,104.8088,104.9697,104.6743,104.824,667319
2016-02-08,104.9459,106.2767,104.6086,104.8526,1340265
2016-02-09,104.8836,106.2457,104.5614,104.7962,1297520
2016-02-10,104.8387,106.3799,104.6836,104.8998,1197320
2016-02-11,104.7662,105.7135,104.6489,105.0024,693366
2016-02-12,104.8461,106.1886,104.8083,105.0445,549119
2016-02-13,105.1632,105.7369,104.7898,105.0314,1171311
2016-02-14,104.955,105.6035,104.8709,105.2203,299569
2016-02-15,104.8643,106.197,104.7793,105.2836,817719
2016-02-16,105.1839,106.7127,105.0469,105.2411,1014443
2016-02-17,105.1276,105.7141,105.1021,105.2279,609800
2016-02-18,104.9468,106.8542,104.7525,105.3049,308964
2016-02-19,105.3232,106.1301,105.2519,105.5976,1300050
2016-02-20,105.4468,106.4337,105.4117,105.4482,305592
2016-02-21,105.3731,105.7191,105.0129,105.1815,518137
2016-02-22,105.1829,106.7356,105.0669,105.1596,435206
2016-02-23,105.5037,105.8755,105.2287,105.3358,555161
2016-02-24,105.6479,107.3625,105.5945,105.801,287556
2016-02-25,105.7288,106.5613,105.6038,105.9836,921535
2016-02-26,105.9059,106.2689,105.7856,106.088,608917
2016-02-27,106.1427,107.0096,105.9551,105.9845,362233
2016-02-28,105.8724,106.1573,105.8014,105.9574,893426
2016-02-29,105.9987,106.7452,105.7782,106.0824,1081284
2016-03-01,105.9785,106.245,105.938,106.0282,687350
2016-03-02,106.0471,106.1617,105.7667,105.9836,1370223
2016-03-03,106.0001,106.3829,105.684,105.9348,196601
2016-03-04,105.7945,106.786,105.7432,105.8674,1169986
2016-03-05,105.9302,106.1903,105.662,105.8461,1210647
2016-03-06,105.6555,106.8074,105.623,105.8854,1420479
2016-03-07,105.7361,107.6423,105.5892,106.1536,1081902
2016-03-08,106.094,107.3074,106.0085,106.1752,920064
2016-03-09,106.1392,107.0084,105.9259,106.1697,308689
2016-03-10,105.9759,107.2276,105.902,106.3102,221254
2016-03-11,106.2376,107.495,105.9769,106.2364,576371
2016-03-12,106.2085,107.2506,106.1482,106.1799,518849
2016-03-13,106.0801,107.6693,105.9821,106.2649,1334424
2016-03-14,106.1094,107.5166,105.9441,106.327,1044565
2016-03-15,106.5157,107.3558,106.2074,106.2368,557537
2016-03-16,106.1908,106.3515,106.0411,106.1978,1450203
2016-03-17,106.3552,107.5768,105.9394,106.0599,840336
2016-03-18,106.1079,106.5316,106.0178,106.3981,307595
2016-03-19,106.7189,107.7958,106.1023,106.2247,1007200
2016-03-20,106.2467,107.3518,105.7753,105.9353,753279
2016-03-21,105.9423,106.2137,105.1953,105.4284,237252
2016-03-22,105.6979,106.5643,105.4628,105.6407,921453
2016-03-23,105.4189,106.3324,105.3176,105.4357,1086499
2016-03-24,105.6201,105.8625,105.337,105.5142,440115
2016-03-25,105.5316,106.12,105.2877,105.6426,1454762
2016-03-26,105.7027,106.087,105.0985,105.3392,498509
2016-03-27,105.2733,105.6079,105.0384,105.1982,1309078
2016-03-28,105.2185,106.6974,104.9204,105.1517,1580920
2016-03-29,105.1775,106.305,104.9405,105.2113,663127
2016-03-30,105.6391,106.2657,104.961,105.1719,687654
2016-03-31,104.9058,106.2824,104.8396,104.9343,763512
2016-04-01,105.114,106.5612,104.4175,104.5588,1438401
2016-04-02,104.6938,106.0064,104.2248,104.2621,1037013
2016-04-03,104.3124,105.3121,104.2737,105.0642,1358125
2016-04-04,104.884,106.2024,104.7083,105.5624,1619260
2016-04-05,105.4744,106.4207,103.2677,105.7255,315563
2016-04-06,105.4987,107.1119,105.2473,105.973,1142009
2016-04-07,105.8726,106.8728,105.7764,105.9067,410661
2016-04-08,105.8253,106.3204,105.6901,106.0326,1177280
2016-04-09,106.3568,107.4466,105.8145,105.9831,1739128
2016-04-10,105.7819,107.3674,105.5244,105.8508,1157646
